,Side0_UniqueIds,Side1_UniqueIds,BreakID,ViewData.Status,predicted status,predicted action,predicted category,predicted comment,first_non_null_breakid_in_breakid_columns
0,101_4551144082_Integrata,,1659706999,OB,UCB,Close,Close,,1659706999
1,102_4551144082_Integrata,,1659707002,OB,UCB,Close,Close,,1659707002
2,4_4551464617_Integrata,,2086488710,OB,UCB,Close,Close,,2086488710
3,5_4551464617_Integrata,,2086488712,OB,UCB,Close,Close,,2086488712
4,4_455922111_Integrata,,1367056768,OB,UCB,Close,Close,,1367056768
5,5_455922111_Integrata,,1367056769,OB,UCB,Close,Close,,1367056769
6,6_455922111_Integrata,,1367056765,OB,UCB,Close,Close,,1367056765
7,2_455922111_Integrata,,1367056764,OB,UCB,Close,Close,,1367056764
8,,1_4551470355_CACEIS,1860504026,OB,UCB,Close,Close,,1860504026
9,,1_4551500554_CACEIS,2133757749,OB,UCB,Close,Close,,2133757749
10,,4_4551470355_CACEIS,1860504027,OB,UCB,Close,Close,,1860504027
11,,4_4551500554_CACEIS,2133757750,OB,UCB,Close,Close,,2133757750
12,,7_4551470355_CACEIS,1860504028,OB,UCB,Close,Close,,1860504028
13,,7_4551500554_CACEIS,2133757751,OB,UCB,Close,Close,,2133757751
14,,11_4551470355_CACEIS,1860504029,OB,UCB,Close,Close,,1860504029
15,,11_4551500554_CACEIS,2133757752,OB,UCB,Close,Close,,2133757752
16,,2_4551318931_CACEIS,1890812360,OB,UCB,Close,Close,,1890812360
17,,8_4551267661_CACEIS,1824870500,OB,UCB,Close,Close,,1824870500
18,,24_455658450_CACEIS,1002374606,OB,UCB,Close,Close,,1002374606
19,,26_455658450_CACEIS,1002374597,OB,UCB,Close,Close,,1002374597
20,"10_4551478593_Integrata,9_4551478593_Integrata",177_4551480567_CACEIS,"2105698943,2105698933,2108620867","['OB', 'OB', 'OB']",UMR,UMR,match,match,2105698943
21,7_4551122535_Integrata,"93_4551117124_CACEIS,94_4551117124_CACEIS","1631194828,1623224424,1623224429","['OB', 'OB', 'OB']",UMR,UMR,match,match,1631194828
22,"4_4551394628_Integrata,6_4551394628_Integrata,5_4551394628_Integrata,7_4551394628_Integrata,3_4551394628_Integrata",2_4551398589_CACEIS,"1997244527,1997244525,1997244526,1997244529,1997244524,2002008738","['OB', 'OB', 'OB', 'OB', 'OB', 'OB']",UMR,UMR,match,match,1997244527
23,"46_4551201062_Integrata,47_4551201062_Integrata",34_4551201062_CACEIS,"1734565910,1734565912,1734565919","['OB', 'OB', 'OB']",UMR,UMR,match,match,1734565910
24,"19_4551248485_Integrata,20_4551248485_Integrata",33_4551248485_CACEIS,"1800039341,1800039344,1800039361","['OB', 'OB', 'OB']",UMR,UMR,match,match,1800039341
25,10_4551460499_Integrata,,2080567633,OB,UCB,Close,Close,,2080567633
26,1_4551460499_Integrata,,2080567634,OB,UCB,Close,Close,,2080567634
27,7_4551203153_Integrata,,1737813339,OB,UCB,Close,Close,,1737813339
28,9_4551203153_Integrata,,1737813341,OB,UCB,Close,Close,,1737813341
29,3_4551460499_Integrata,,2080567637,OB,UCB,Close,Close,,2080567637
30,2_4551460499_Integrata,,2080567635,OB,UCB,Close,Close,,2080567635
31,6_4551464617_Integrata,,2086488714,OB,UCB,Close,Close,,2086488714
32,9_4551464617_Integrata,,2086488715,OB,UCB,Close,Close,,2086488715
33,3_4551203153_Integrata,,1737813331,OB,UCB,Close,Close,,1737813331
34,10_4551203153_Integrata,,1737813332,OB,UCB,Close,Close,,1737813332
35,1_4551203153_Integrata,,1737813324,OB,UCB,Close,Close,,1737813324
36,6_4551203153_Integrata,,1737813326,OB,UCB,Close,Close,,1737813326
37,2_4551500554_Integrata,,2133757748,OB,UCB,Close,Close,,2133757748
38,2_4551470355_Integrata,,1860504024,OB,UCB,Close,Close,,1860504024
39,1_4551470355_Integrata,,1860504025,OB,UCB,Close,Close,,1860504025
40,1_4551500554_Integrata,,2133757747,OB,UCB,Close,Close,,2133757747
41,,12_4551470355_CACEIS,1860504030,OB,UCB,Close,Close,,1860504030
42,,12_4551500554_CACEIS,2133757753,OB,UCB,Close,Close,,2133757753
43,,20_4551402499_CACEIS,2006719928,OB,UCB,Close,Close,,2006719928
44,,16_4551279353_CACEIS,1839901569,OB,UCB,Close,Close,,1839901569
45,,24_4551402499_CACEIS,2006719929,OB,UCB,Close,Close,,2006719929
46,,25_4551285256_CACEIS,1847792960,OB,UCB,Close,Close,,1847792960
47,,19_4551285256_CACEIS,1847792958,OB,UCB,Close,Close,,1847792958
48,,9_4551402499_CACEIS,2006719922,OB,UCB,Close,Close,,2006719922
49,,15_455914788_CACEIS,1356802615,OB,UCB,Close,Close,,1356802615
50,,14_455914788_CACEIS,1356802610,OB,UCB,Close,Close,,1356802610
51,,17_4551279353_CACEIS,1839901571,OB,UCB,Close,Close,,1839901571
52,,21_4551402499_CACEIS,2006719920,OB,UCB,Close,Close,,2006719920
53,,6_4551157661_CACEIS,1677770259,OB,UCB,Close,Close,,1677770259
54,,17_4551285256_CACEIS,1847792954,OB,UCB,Close,Close,,1847792954
55,,13_4551402499_CACEIS,2006719926,OB,UCB,Close,Close,,2006719926
56,,24_4551157661_CACEIS,1677770272,OB,UCB,Close,Close,,1677770272
57,,22_4551402499_CACEIS,2006719923,OB,UCB,Close,Close,,2006719923
58,,26_4551285256_CACEIS,1847792963,OB,UCB,Close,Close,,1847792963
59,90_4551085502_Integrata,,1581818056,OB,OB,No-pair,redemption,Integrata booked the redemption for SD 10-29-2020.Caceis yet to book.,1581818056
60,2_455942533_Integrata,,1393935321,OB,OB,No-pair,redemption,Integrata booked the redemption for SD 07-16-2020.Caceis yet to book.,1393935321
61,2_4551422928_Integrata,,2033447070,OB,OB,No-pair,wire transfer,Integrata booked the AUM plug for SD 07-05-2021.Caceis yet to book.,2033447070
62,3_455752143_Integrata,,1141004388,OB,OB,No-pair,wire transfer,Integrata booked the subscription for SD 02-20-2020.Caceis yet to book.,1141004388
63,1_4551472558_Integrata,,2096947606,OB,OB,No-pair,wire transfer,Integrata booked the AUM plug for SD 08-09-2021.Caceis yet to book.,2096947606
64,3_4551191593_Integrata,,1722905008,OB,OB,No-pair,redemption,Integrata booked the redemption for SD 01-14-2021.Caceis yet to book.,1722905008
65,1_4551009589_Integrata,,1480921559,OB,OB,No-pair,wire transfer,Integrata booked the subscription for SD 09-03-2020.Caceis yet to book.,1480921559
66,4_4551203153_Integrata,,1737813334,OB,OB,No-pair,wire transfer,Integrata booked the AUM plug for SD 01-22-2021.Caceis yet to book.,1737813334
67,4_4551498551_Integrata,,2131317947,OB,OB,No-pair,wire transfer,Integrata booked the AUM plug for SD 08-26-2021.Caceis yet to book.,2131317947
68,1_4551311496_Integrata,,1881179900,OB,OB,No-pair,wire transfer,Integrata booked the AUM plug for SD 04-13-2021.Caceis yet to book.,1881179900
69,63_4551085502_Integrata,,1581818102,OB,OB,No-pair,wire transfer,Integrata booked the wire transfer for SD 10-27-2020.Caceis yet to book.,1581818102
70,7_344898_Integrata,,496360330,OB,OB,No-pair,wire transfer,Integrata booked the wire transfer for SD 03-26-2019.Caceis yet to book.,496360330
71,3_4551184426_Integrata,,1712749669,OB,OB,No-pair,wire transfer,Integrata booked the Net Sub/Red for SD 01-07-2021.Caceis yet to book.,1712749669
72,4_4551020261_Integrata,,1495478218,OB,OB,No-pair,wire transfer,Integrata booked the Net Sub/Red for SD 09-10-2020.Caceis yet to book.,1495478218
73,4_4551218474_Integrata,,1759361012,OB,OB,No-pair,wire transfer,Integrata booked the AUM plug for SD 02-03-2021.Caceis yet to book.,1759361012
74,2_4551281272_Integrata,,1842371415,OB,OB,No-pair,wire transfer,Integrata booked the AUM plug for SD 03-22-2021.Caceis yet to book.,1842371415
75,9_4551366297_Integrata,,1958861164,OB,OB,No-pair,fx wire,Integrata booked the fx wire for SD 04-14-2021.Caceis yet to book.,1958861164
76,12_4551254304_Integrata,,1807385710,OB,OB,No-pair,wire transfer,Integrata booked the AUM plug for SD 03-02-2021.Caceis yet to book.,1807385710
77,39_4551085502_Integrata,,1581818079,OB,OB,No-pair,wire transfer,Integrata booked the wire transfer for SD 10-27-2020.Caceis yet to book.,1581818079
78,4_4551237030_Integrata,,1785359335,OB,OB,No-pair,wire transfer,Integrata booked the AUM plug for SD 02-17-2021.Caceis yet to book.,1785359335
79,2_4551155693_Integrata,,1675163250,OB,OB,No-pair,wire transfer,Integrata booked the subscription for SD 12-17-2020.Caceis yet to book.,1675163250
80,4_4551334292_Integrata,,1911737178,OB,OB,No-pair,wire transfer,Integrata booked the AUM plug for SD 04-28-2021.Caceis yet to book.,1911737178
81,1_4551458425_Integrata,,2077972205,OB,OB,No-pair,wire transfer,Integrata booked the AUM plug for SD 07-29-2021.Caceis yet to book.,2077972205
82,9_4551474527_Integrata,,2099546418,OB,OB,No-pair,wire transfer,Integrata booked the AUM plug for SD 08-10-2021.Caceis yet to book.,2099546418
83,1_4551404423_Integrata,,2009057961,OB,OB,No-pair,wire transfer,Integrata booked the AUM plug for SD 06-21-2021.Caceis yet to book.,2009057961
84,6_4551438780_Integrata,,2052260384,OB,OB,No-pair,wire transfer,Integrata booked the AUM plug for SD 07-15-2021.Caceis yet to book.,2052260384
85,51_4551085502_Integrata,,1581818047,OB,OB,No-pair,wire transfer,Integrata booked the wire transfer for SD 10-27-2020.Caceis yet to book.,1581818047
86,7_4551267661_Integrata,,1824870491,OB,OB,No-pair,wire transfer,Integrata booked the AUM plug for SD 03-11-2021.Caceis yet to book.,1824870491
87,1_4551068550_Integrata,,1559437414,OB,OB,No-pair,wire transfer,Integrata booked the Net Sub/Red for SD 10-15-2020.Caceis yet to book.,1559437414
88,6_455709628_Integrata,,1085770890,OB,OB,No-pair,redemption,Integrata booked the redemption for SD 01-17-2020.Caceis yet to book.,1085770890
89,1_4551422928_Integrata,,2033447071,OB,OB,No-pair,wire transfer,Integrata booked the AUM plug for SD 07-05-2021.Caceis yet to book.,2033447071
90,1_4551320866_Integrata,,1893229410,OB,OB,No-pair,wire transfer,Integrata booked the AUM plug for SD 04-20-2021.Caceis yet to book.,1893229410
91,2_4551218474_Integrata,,1759361009,OB,OB,No-pair,wire transfer,Integrata booked the AUM plug for SD 02-03-2021.Caceis yet to book.,1759361009
92,35_4551388882_Integrata,,1989667539,OB,OB,No-pair,wire transfer,Integrata booked the AUM plug for SD 06-09-2021.Caceis yet to book.,1989667539
93,3_4551228190_Integrata,,1773079462,OB,OB,No-pair,wire transfer,Integrata booked the AUM plug for SD 02-10-2021.Caceis yet to book.,1773079462
94,3_4551201062_Integrata,,1734565911,OB,OB,No-pair,wire transfer,Integrata booked the Net Sub/Red for SD 01-21-2021.Caceis yet to book.,1734565911
95,16_4551295830_Integrata,,1861884230,OB,OB,No-pair,wire transfer,Integrata booked the AUM plug for SD 03-31-2021.Caceis yet to book.,1861884230
96,2_455464963_Integrata,,673465231,OB,OB,No-pair,wire transfer,Integrata booked the Net Sub/Red for SD 07-04-2019.Caceis yet to book.,673465231
97,2_4551454471_Integrata,,2072012684,OB,OB,No-pair,wire transfer,Integrata booked the AUM plug for SD 07-27-2021.Caceis yet to book.,2072012684
98,13_4551356653_Integrata,,1945281522,OB,OB,No-pair,wire transfer,Integrata booked the AUM plug for SD 05-17-2021.Caceis yet to book.,1945281522
99,2_4551415924_Integrata,,2024089311,OB,OB,No-pair,wire transfer,Integrata booked the AUM plug for SD 06-29-2021.Caceis yet to book.,2024089311
100,2_4551174457_Integrata,,1699762740,OB,OB,No-pair,redemption,Integrata booked the redemption for SD 12-31-2020.Caceis yet to book.,1699762740
101,1_4551366297_Integrata,,1958861161,OB,OB,No-pair,fx wire,Integrata booked the fx wire for SD 05-12-2021.Caceis yet to book.,1958861161
102,23_4551258322_Integrata,,1812652659,OB,OB,No-pair,wire transfer,Integrata booked the subscription for SD 03-04-2021.Caceis yet to book.,1812652659
103,5_455788772_Integrata,,1191824875,OB,OB,No-pair,wire transfer,Integrata booked the Net Sub/Red for SD 03-19-2020.Caceis yet to book.,1191824875
104,14_4551470566_Integrata,,2094395249,OB,OB,No-pair,wire transfer,Integrata booked the AUM plug for SD 08-06-2021.Caceis yet to book.,2094395249
105,2_4551279353_Integrata,,1839901572,OB,OB,No-pair,wire transfer,Integrata booked the AUM plug for SD 03-19-2021.Caceis yet to book.,1839901572
106,4_4551147939_Integrata,,1664874602,OB,OB,No-pair,wire transfer,Integrata booked the subscription for SD 12-10-2020.Caceis yet to book.,1664874602
107,2_4551358677_Integrata,,1947722924,OB,OB,No-pair,wire transfer,Integrata booked the AUM plug for SD 05-18-2021.Caceis yet to book.,1947722924
108,2_4551317078_Integrata,,1888368209,OB,OB,No-pair,wire transfer,Integrata booked the AUM plug for SD 04-16-2021.Caceis yet to book.,1888368209
109,2_4551392792_Integrata,,1994925021,OB,OB,No-pair,wire transfer,Integrata booked the AUM plug for SD 06-11-2021.Caceis yet to book.,1994925021
110,2_4551394628_Integrata,,1997244523,OB,OB,No-pair,wire transfer,Integrata booked the AUM plug for SD 06-14-2021.Caceis yet to book.,1997244523
111,2_4551222350_Integrata,,1765090288,OB,OB,No-pair,wire transfer,Integrata booked the AUM plug for SD 02-05-2021.Caceis yet to book.,1765090288
112,10_4551331846_Integrata,,1908172323,OB,OB,No-pair,monthend interest,Integrata booked the monthend interest for SD 04-01-2021.Caceis yet to book.,1908172323
113,13_4551315208_Integrata,,1885912646,OB,OB,No-pair,wire transfer,Integrata booked the AUM plug for SD 04-15-2021.Caceis yet to book.,1885912646
114,5_4551468626_Integrata,,2091698278,OB,OB,No-pair,wire transfer,Integrata booked the subscription for SD 08-05-2021.Caceis yet to book.,2091698278
