,Side0_UniqueIds,Side1_UniqueIds,BreakID,ViewData.Status,predicted status,predicted action,predicted category,predicted comment,custodian_val_to_use_comgen
0,,75_2491430315_Barclays,1860081164,OB,UCB,Close,Close,,Barclays
1,,72_2491430317_Barclays,1860081403,OB,UCB,Close,Close,,Barclays
2,,82_2491430315_Barclays,1860081190,OB,UCB,Close,Close,,Barclays
3,,71_2491430086_Barclays,1859922819,OB,UCB,Close,Close,,Barclays
4,,67_2491400083_Barclays,1859772982,OB,UCB,Close,Close,,Barclays
5,,76_2491400031_Barclays,1859744700,OB,UCB,Close,Close,,Barclays
6,,79_2491430315_Barclays,1860081184,OB,UCB,Close,Close,,Barclays
7,,82_2491430317_Barclays,1860081426,OB,UCB,Close,Close,,Barclays
8,,75_2491430067_Barclays,1859905406,OB,UCB,Close,Close,,Barclays
9,,75_2491430053_Barclays,1859897344,OB,UCB,Close,Close,,Barclays
10,,73_2491430317_Barclays,1860081388,OB,UCB,Close,Close,,Barclays
11,,74_2491400083_Barclays,1859773012,OB,UCB,Close,Close,,Barclays
12,,68_2491426018_Barclays,1859877556,OB,UCB,Close,Close,,Barclays
13,,71_2491400031_Barclays,1859744747,OB,UCB,Close,Close,,Barclays
14,,71_2491430317_Barclays,1860081384,OB,UCB,Close,Close,,Barclays
15,,69_2491430086_Barclays,1859922771,OB,UCB,Close,Close,,Barclays
16,,83_2491430317_Barclays,1860081434,OB,UCB,Close,Close,,Barclays
17,,97_2491430289_Barclays,1860076092,OB,UCB,Close,Close,,Barclays
18,,82_2491430086_Barclays,1859922826,OB,UCB,Close,Close,,Barclays
19,,84_2491430086_Barclays,1859922832,OB,UCB,Close,Close,,Barclays
20,,73_2491426018_Barclays,1859877568,OB,UCB,Close,Close,,Barclays
21,,78_2491430053_Barclays,1859897363,OB,UCB,Close,Close,,Barclays
22,,78_2491430067_Barclays,1859905418,OB,UCB,Close,Close,,Barclays
23,,84_2491430317_Barclays,1860081442,OB,UCB,Close,Close,,Barclays
24,,80_2491430086_Barclays,1859922772,OB,UCB,Close,Close,,Barclays
25,,89_2491430318_Barclays,1860081572,OB,UCB,Close,Close,,Barclays
26,,103_2491430314_Barclays,1860081091,OB,UCB,Close,Close,,Barclays
27,,85_2491430289_Barclays,1860076144,OB,UCB,Close,Close,,Barclays
28,,69_2491430315_Barclays,1860081178,OB,UCB,Close,Close,,Barclays
29,,74_2491430315_Barclays,1860081157,OB,UCB,Close,Close,,Barclays
30,,70_2491430318_Barclays,1860081544,OB,UCB,Close,Close,,Barclays
31,,73_2491400083_Barclays,1859772987,OB,UCB,Close,Close,,Barclays
32,,70_2491400031_Barclays,1859744710,OB,UCB,Close,Close,,Barclays
33,,69_2491430319_Barclays,1860081650,OB,UCB,Close,Close,,Barclays
