,Side0_UniqueIds,Side1_UniqueIds,BreakID,ViewData.Status,predicted status,predicted action,predicted category,predicted comment,first_non_null_breakid_in_breakid_columns
0,50_4551426010_Integrata,,1859876029,OB,UCB,Close,Close,,1859876029
1,230_4551430295_Integrata,,1860078045,OB,UCB,Close,Close,,1860078045
2,51_4551426010_Integrata,,1859876032,OB,UCB,Close,Close,,1859876032
3,20_4551426010_Integrata,,1859876079,OB,UCB,Close,Close,,1859876079
4,105_4551430295_Integrata,,1860078037,OB,UCB,Close,Close,,1860078037
5,101_4551144082_Integrata,,1659706999,OB,UCB,Close,Close,,1659706999
6,94_4551430295_Integrata,,1860077978,OB,UCB,Close,Close,,1860077978
7,31_4551426010_Integrata,,1859876073,OB,UCB,Close,Close,,1859876073
8,102_4551144082_Integrata,,1659707002,OB,UCB,Close,Close,,1659707002
9,93_4551430295_Integrata,,1860077972,OB,UCB,Close,Close,,1860077972
10,105_4551426010_Integrata,,1859876033,OB,UCB,Close,Close,,1859876033
11,231_4551430295_Integrata,,1860078082,OB,UCB,Close,Close,,1860078082
12,49_4551426010_Integrata,,1859876027,OB,UCB,Close,Close,,1859876027
13,99_4551430295_Integrata,,1860078088,OB,UCB,Close,Close,,1860078088
14,91_4551430295_Integrata,,1860077968,OB,UCB,Close,Close,,1860077968
15,151_4551426010_Integrata,,1859876066,OB,UCB,Close,Close,,1859876066
16,121_4551430295_Integrata,,1860077962,OB,UCB,Close,Close,,1860077962
17,153_4551426010_Integrata,,1859876059,OB,UCB,Close,Close,,1859876059
18,221_4551430295_Integrata,,1860078112,OB,UCB,Close,Close,,1860078112
19,121_4551426010_Integrata,,1859876065,OB,UCB,Close,Close,,1859876065
20,252_4551430295_Integrata,,1860078109,OB,UCB,Close,Close,,1860078109
21,147_4551426010_Integrata,,1859876072,OB,UCB,Close,Close,,1859876072
22,220_4551430295_Integrata,,1860077977,OB,UCB,Close,Close,,1860077977
23,86_4551426010_Integrata,,1859876056,OB,UCB,Close,Close,,1859876056
24,92_4551430295_Integrata,,1860077971,OB,UCB,Close,Close,,1860077971
25,89_4551426010_Integrata,,1859876064,OB,UCB,Close,Close,,1859876064
26,50_4551430295_Integrata,,1860078141,OB,UCB,Close,Close,,1860078141
27,63_4551426010_Integrata,,1859876174,OB,UCB,Close,Close,,1859876174
28,130_4551430295_Integrata,,1860078136,OB,UCB,Close,Close,,1860078136
29,70_4551426010_Integrata,,1859876177,OB,UCB,Close,Close,,1859876177
30,60_4551426010_Integrata,,1859876172,OB,UCB,Close,Close,,1859876172
31,171_4551430295_Integrata,,1860078128,OB,UCB,Close,Close,,1860078128
32,57_4551426010_Integrata,,1859876168,OB,UCB,Close,Close,,1859876168
33,1_4551430295_Integrata,,1860078122,OB,UCB,Close,Close,,1860078122
34,15_4551430295_Integrata,,1860078144,OB,UCB,Close,Close,,1860078144
35,159_4551430295_Integrata,,1860078149,OB,UCB,Close,Close,,1860078149
36,4_455922111_Integrata,,1367056768,OB,UCB,Close,Close,,1367056768
37,5_455922111_Integrata,,1367056769,OB,UCB,Close,Close,,1367056769
38,6_455922111_Integrata,,1367056765,OB,UCB,Close,Close,,1367056765
39,2_455922111_Integrata,,1367056764,OB,UCB,Close,Close,,1367056764
40,53_4551430295_Integrata,,1860078157,OB,UCB,Close,Close,,1860078157
41,248_4551430295_Integrata,,1860078162,OB,UCB,Close,Close,,1860078162
42,52_4551430295_Integrata,,1860078175,OB,UCB,Close,Close,,1860078175
43,56_4551430295_Integrata,,1860078168,OB,UCB,Close,Close,,1860078168
44,76_4551430295_Integrata,,1860078003,OB,UCB,Close,Close,,1860078003
45,194_4551430295_Integrata,,1860078010,OB,UCB,Close,Close,,1860078010
46,75_4551430295_Integrata,,1860078002,OB,UCB,Close,Close,,1860078002
47,1_4551430048_Integrata,,1859897095,OB,UCB,Close,Close,,1859897095
48,85_4551430295_Integrata,,1860078008,OB,UCB,Close,Close,,1860078008
49,1_4551430044_Integrata,,1859896252,OB,UCB,Close,Close,,1859896252
50,33_4551430295_Integrata,,1860078188,OB,UCB,Close,Close,,1860078188
51,147_4551430295_Integrata,,1860078185,OB,UCB,Close,Close,,1860078185
52,35_4551430295_Integrata,,1860078182,OB,UCB,Close,Close,,1860078182
53,7_4551430295_Integrata,,1860078177,OB,UCB,Close,Close,,1860078177
54,28_4551430295_Integrata,,1860078172,OB,UCB,Close,Close,,1860078172
55,3_4551430295_Integrata,,1860078166,OB,UCB,Close,Close,,1860078166
56,82_4551430295_Integrata,,1860078024,OB,UCB,Close,Close,,1860078024
57,237_4551430295_Integrata,,1860078031,OB,UCB,Close,Close,,1860078031
58,239_4551430295_Integrata,,1860078116,OB,UCB,Close,Close,,1860078116
59,236_4551430295_Integrata,,1860078115,OB,UCB,Close,Close,,1860078115
60,71_4551430295_Integrata,,1860077986,OB,UCB,Close,Close,,1860077986
61,182_4551430295_Integrata,,1860077995,OB,UCB,Close,Close,,1860077995
62,225_4551430295_Integrata,,1860078052,OB,UCB,Close,Close,,1860078052
63,103_4551430295_Integrata,,1860078044,OB,UCB,Close,Close,,1860078044
64,107_4551430295_Integrata,,1860078047,OB,UCB,Close,Close,,1860078047
65,200_4551430295_Integrata,,1860078054,OB,UCB,Close,Close,,1860078054
66,227_4551430295_Integrata,,1860078025,OB,UCB,Close,Close,,1860078025
67,100_4551430295_Integrata,,1860078018,OB,UCB,Close,Close,,1860078018
