,Side0_UniqueIds,Side1_UniqueIds,BreakID,ViewData.Status,predicted status,predicted action,predicted category,predicted comment,first_non_null_breakid_in_breakid_columns
0,90_4551430295_Integrata,,1860077950,OB,UCB,Close,Close,,1860077950
1,5_4551450053_Integrata,,1860095135,OB,UCB,Close,Close,,1860095135
2,197_4551430295_Integrata,,1860077956,OB,UCB,Close,Close,,1860077956
3,89_4551430295_Integrata,,1860077953,OB,UCB,Close,Close,,1860077953
4,5_4551450020_Integrata,,1860084486,OB,UCB,Close,Close,,1860084486
5,215_4551430295_Integrata,,1860077954,OB,UCB,Close,Close,,1860077954
6,226_4551430295_Integrata,,1860078080,OB,UCB,Close,Close,,1860078080
7,228_4551430295_Integrata,,1860078087,OB,UCB,Close,Close,,1860078087
8,7_4551450053_Integrata,,1860095140,OB,UCB,Close,Close,,1860095140
9,224_4551430295_Integrata,,1860078070,OB,UCB,Close,Close,,1860078070
10,7_4551450020_Integrata,,1860084488,OB,UCB,Close,Close,,1860084488
11,244_4551430295_Integrata,,1860078078,OB,UCB,Close,Close,,1860078078
12,101_4551144082_Integrata,,1659706999,OB,UCB,Close,Close,,1659706999
13,96_4551430295_Integrata,,1860077988,OB,UCB,Close,Close,,1860077988
14,102_4551144082_Integrata,,1659707002,OB,UCB,Close,Close,,1659707002
15,95_4551430295_Integrata,,1860077983,OB,UCB,Close,Close,,1860077983
16,17_4551450020_Integrata,,1860084484,OB,UCB,Close,Close,,1860084484
17,17_4551450053_Integrata,,1860095141,OB,UCB,Close,Close,,1860095141
18,172_4551430295_Integrata,,1860078173,OB,UCB,Close,Close,,1860078173
19,146_4551430295_Integrata,,1860078169,OB,UCB,Close,Close,,1860078169
20,6_4551450053_Integrata,,1860095137,OB,UCB,Close,Close,,1860095137
21,6_4551450020_Integrata,,1860084487,OB,UCB,Close,Close,,1860084487
22,41_4551430295_Integrata,,1860078164,OB,UCB,Close,Close,,1860078164
23,40_4551430295_Integrata,,1860078156,OB,UCB,Close,Close,,1860078156
24,37_4551430295_Integrata,,1860078176,OB,UCB,Close,Close,,1860078176
25,168_4551430295_Integrata,,1860078181,OB,UCB,Close,Close,,1860078181
26,153_4551426010_Integrata,,1859876059,OB,UCB,Close,Close,,1859876059
27,67_4551430295_Integrata,,1860078127,OB,UCB,Close,Close,,1860078127
28,151_4551426010_Integrata,,1859876066,OB,UCB,Close,Close,,1859876066
29,49_4551426010_Integrata,,1859876027,OB,UCB,Close,Close,,1859876027
30,149_4551430295_Integrata,,1860078202,OB,UCB,Close,Close,,1860078202
31,105_4551426010_Integrata,,1859876033,OB,UCB,Close,Close,,1859876033
32,250_4551430295_Integrata,,1860078197,OB,UCB,Close,Close,,1860078197
33,51_4551426010_Integrata,,1859876032,OB,UCB,Close,Close,,1859876032
34,137_4551430295_Integrata,,1860078194,OB,UCB,Close,Close,,1860078194
35,77_4551430295_Integrata,,1860077989,OB,UCB,Close,Close,,1860077989
36,191_4551430295_Integrata,,1860077984,OB,UCB,Close,Close,,1860077984
37,240_4551430295_Integrata,,1860078036,OB,UCB,Close,Close,,1860078036
38,50_4551426010_Integrata,,1859876029,OB,UCB,Close,Close,,1859876029
39,31_4551426010_Integrata,,1859876073,OB,UCB,Close,Close,,1859876073
40,81_4551430295_Integrata,,1860078029,OB,UCB,Close,Close,,1860078029
41,20_4551426010_Integrata,,1859876079,OB,UCB,Close,Close,,1859876079
42,67_4551426010_Integrata,,1859876132,OB,UCB,Close,Close,,1859876132
43,111_4551426010_Integrata,,1859876139,OB,UCB,Close,Close,,1859876139
44,114_4551426010_Integrata,,1859876163,OB,UCB,Close,Close,,1859876163
45,131_4551426010_Integrata,,1859876164,OB,UCB,Close,Close,,1859876164
46,117_4551426010_Integrata,,1859876156,OB,UCB,Close,Close,,1859876156
47,54_4551426010_Integrata,,1859876151,OB,UCB,Close,Close,,1859876151
48,109_4551426010_Integrata,,1859876143,OB,UCB,Close,Close,,1859876143
49,80_4551426010_Integrata,,1859876138,OB,UCB,Close,Close,,1859876138
