,Side0_UniqueIds,Side1_UniqueIds,BreakID,ViewData.Status,predicted status,predicted action,predicted category,predicted comment,first_non_null_breakid_in_breakid_columns
0,5_4551464617_Integrata,,2086488712,OB,UCB,Close,Close,,2086488712
1,4_4551464617_Integrata,,2086488710,OB,UCB,Close,Close,,2086488710
2,102_4551144082_Integrata,,1659707002,OB,UCB,Close,Close,,1659707002
3,101_4551144082_Integrata,,1659706999,OB,UCB,Close,Close,,1659706999
4,5_455922111_Integrata,,1367056769,OB,UCB,Close,Close,,1367056769
5,4_455922111_Integrata,,1367056768,OB,UCB,Close,Close,,1367056768
6,2_455922111_Integrata,,1367056764,OB,UCB,Close,Close,,1367056764
7,6_455922111_Integrata,,1367056765,OB,UCB,Close,Close,,1367056765
8,,2_4551318931_CACEIS,1890812360,OB,UCB,Close,Close,,1890812360
9,,8_4551267661_CACEIS,1824870500,OB,UCB,Close,Close,,1824870500
10,,16_4551470098_CACEIS,1860358623,OB,UCB,Close,Close,,1860358623
11,,16_4551472558_CACEIS,2096947616,OB,UCB,Close,Close,,2096947616
12,,17_4551470098_CACEIS,1860358624,OB,UCB,Close,Close,,1860358624
13,,17_4551472558_CACEIS,2096947617,OB,UCB,Close,Close,,2096947617
14,,18_4551470098_CACEIS,1860358625,OB,UCB,Close,Close,,1860358625
15,,18_4551472558_CACEIS,2096947618,OB,UCB,Close,Close,,2096947618
16,,26_455658450_CACEIS,1002374597,OB,UCB,Close,Close,,1002374597
17,,24_455658450_CACEIS,1002374606,OB,UCB,Close,Close,,1002374606
18,,26_4551470098_CACEIS,1860358626,OB,UCB,Close,Close,,1860358626
19,,26_4551472558_CACEIS,2096947619,OB,UCB,Close,Close,,2096947619
20,"10_4551478593_Integrata,9_4551478593_Integrata",177_4551480567_CACEIS,"2105698943,2105698933,2108620867","['OB', 'OB', 'OB']",UMR,UMR,match,match,2105698943
21,7_4551122535_Integrata,"93_4551117124_CACEIS,94_4551117124_CACEIS","1631194828,1623224424,1623224429","['OB', 'OB', 'OB']",UMR,UMR,match,match,1631194828
22,"6_4551394628_Integrata,4_4551394628_Integrata,7_4551394628_Integrata,5_4551394628_Integrata,3_4551394628_Integrata",2_4551398589_CACEIS,"1997244525,1997244527,1997244529,1997244526,1997244524,2002008738","['OB', 'OB', 'OB', 'OB', 'OB', 'OB']",UMR,UMR,match,match,1997244525
