,Side0_UniqueIds,Side1_UniqueIds,BreakID,ViewData.Status,predicted status,predicted action,predicted category,predicted comment,custodian_val_to_use_comgen
0,44_2491400067_Integrata,,1859769610,OB,UCB,Close,Close,,UBS
1,44_2491400081_Integrata,,1859772797,OB,UCB,Close,Close,,UBS
2,100_2491400081_Integrata,,1859772815,OB,UCB,Close,Close,,UBS
3,100_2491400067_Integrata,,1859769598,OB,UCB,Close,Close,,UBS
4,3_2491400067_Integrata,,1859769354,OB,UCB,Close,Close,,UBS
5,3_2491400081_Integrata,,1859772553,OB,UCB,Close,Close,,UBS
6,,222_2491400081_UBS,1859772823,OB,UCB,Close,Close,,UBS
7,,222_2491400067_UBS,1859769626,OB,UCB,Close,Close,,UBS
8,,77_2491400067_UBS,1859769619,OB,UCB,Close,Close,,UBS
9,,77_2491400081_UBS,1859772822,OB,UCB,Close,Close,,UBS
10,,230_2491400081_UBS,1859772829,OB,UCB,Close,Close,,UBS
11,,230_2491400067_UBS,1859769632,OB,UCB,Close,Close,,UBS
12,,235_2491400067_UBS,1859769365,OB,UCB,Close,Close,,UBS
13,,235_2491400081_UBS,1859772570,OB,UCB,Close,Close,,UBS
14,,198_2491400081_UBS,1859772564,OB,UCB,Close,Close,,UBS
15,,198_2491400067_UBS,1859769369,OB,UCB,Close,Close,,UBS
16,,85_2491400067_UBS,1859769375,OB,UCB,Close,Close,,UBS
17,,85_2491400081_UBS,1859772566,OB,UCB,Close,Close,,UBS
18,,229_2491400067_UBS,1859769629,OB,UCB,Close,Close,,UBS
19,,229_2491400081_UBS,1859772811,OB,UCB,Close,Close,,UBS
20,,80_2491400081_UBS,1859772555,OB,UCB,Close,Close,,UBS
21,,80_2491400067_UBS,1859769356,OB,UCB,Close,Close,,UBS
22,,227_2491400067_UBS,1859769631,OB,UCB,Close,Close,,UBS
23,,227_2491400081_UBS,1859772802,OB,UCB,Close,Close,,UBS
24,,201_2491400067_UBS,1859769361,OB,UCB,Close,Close,,UBS
25,,201_2491400081_UBS,1859772560,OB,UCB,Close,Close,,UBS
26,,87_2491400081_UBS,1859772562,OB,UCB,Close,Close,,UBS
27,,87_2491400067_UBS,1859769364,OB,UCB,Close,Close,,UBS
28,,183_2491400067_UBS,1859769618,OB,UCB,Close,Close,,UBS
29,,183_2491400081_UBS,1859772828,OB,UCB,Close,Close,,UBS
30,,83_2491400081_UBS,1859772565,OB,UCB,Close,Close,,UBS
31,,83_2491400067_UBS,1859769362,OB,UCB,Close,Close,,UBS
32,,82_2491400067_UBS,1859769355,OB,UCB,Close,Close,,UBS
33,,82_2491400081_UBS,1859772557,OB,UCB,Close,Close,,UBS
34,,180_2491400067_UBS,1859769623,OB,UCB,Close,Close,,UBS
35,,180_2491400081_UBS,1859772807,OB,UCB,Close,Close,,UBS
36,,226_2491400081_UBS,1859772825,OB,UCB,Close,Close,,UBS
37,,226_2491400067_UBS,1859769621,OB,UCB,Close,Close,,UBS
38,,234_2491400081_UBS,1859772574,OB,UCB,Close,Close,,UBS
39,,234_2491400067_UBS,1859769360,OB,UCB,Close,Close,,UBS
40,,197_2491400067_UBS,1859769368,OB,UCB,Close,Close,,UBS
41,,197_2491400081_UBS,1859772559,OB,UCB,Close,Close,,UBS
42,,75_2491400067_UBS,1859769603,OB,UCB,Close,Close,,UBS
43,,75_2491400081_UBS,1859772814,OB,UCB,Close,Close,,UBS
44,,239_2491400067_UBS,1859769377,OB,UCB,Close,Close,,UBS
45,,239_2491400081_UBS,1859772576,OB,UCB,Close,Close,,UBS
46,,200_2491400081_UBS,1859772568,OB,UCB,Close,Close,,UBS
47,,200_2491400067_UBS,1859769370,OB,UCB,Close,Close,,UBS
48,,237_2491400067_UBS,1859769376,OB,UCB,Close,Close,,UBS
49,,237_2491400081_UBS,1859772575,OB,UCB,Close,Close,,UBS
50,,196_2491400067_UBS,1859769363,OB,UCB,Close,Close,,UBS
51,,196_2491400081_UBS,1859772561,OB,UCB,Close,Close,,UBS
52,,76_2491400067_UBS,1859769613,OB,UCB,Close,Close,,UBS
53,,76_2491400081_UBS,1859772826,OB,UCB,Close,Close,,UBS
54,,178_2491400067_UBS,1859769604,OB,UCB,Close,Close,,UBS
55,,178_2491400081_UBS,1859772830,OB,UCB,Close,Close,,UBS
56,,195_2491400081_UBS,1859772554,OB,UCB,Close,Close,,UBS
57,,195_2491400067_UBS,1859769359,OB,UCB,Close,Close,,UBS
58,,231_2491400081_UBS,1859772832,OB,UCB,Close,Close,,UBS
59,,231_2491400067_UBS,1859769633,OB,UCB,Close,Close,,UBS
60,,238_2491400081_UBS,1859772571,OB,UCB,Close,Close,,UBS
61,,238_2491400067_UBS,1859769373,OB,UCB,Close,Close,,UBS
62,,70_2491400067_UBS,1859769597,OB,UCB,Close,Close,,UBS
63,,70_2491400081_UBS,1859772800,OB,UCB,Close,Close,,UBS
64,,71_2491400081_UBS,1859772806,OB,UCB,Close,Close,,UBS
65,,71_2491400067_UBS,1859769602,OB,UCB,Close,Close,,UBS
66,,182_2491400081_UBS,1859772818,OB,UCB,Close,Close,,UBS
67,,182_2491400067_UBS,1859769612,OB,UCB,Close,Close,,UBS
68,,73_2491400067_UBS,1859769615,OB,UCB,Close,Close,,UBS
69,,73_2491400081_UBS,1859772810,OB,UCB,Close,Close,,UBS
70,,202_2491400081_UBS,1859772567,OB,UCB,Close,Close,,UBS
71,,202_2491400067_UBS,1859769367,OB,UCB,Close,Close,,UBS
72,,81_2491400081_UBS,1859772563,OB,UCB,Close,Close,,UBS
73,,81_2491400067_UBS,1859769366,OB,UCB,Close,Close,,UBS
74,,241_2491400081_UBS,1859772577,OB,UCB,Close,Close,,UBS
75,,241_2491400067_UBS,1859769378,OB,UCB,Close,Close,,UBS
76,,228_2491400067_UBS,1859769630,OB,UCB,Close,Close,,UBS
77,,228_2491400081_UBS,1859772820,OB,UCB,Close,Close,,UBS
78,,86_2491400081_UBS,1859772556,OB,UCB,Close,Close,,UBS
79,,86_2491400067_UBS,1859769357,OB,UCB,Close,Close,,UBS
80,,74_2491400067_UBS,1859769620,OB,UCB,Close,Close,,UBS
81,,74_2491400081_UBS,1859772817,OB,UCB,Close,Close,,UBS
82,,185_2491400067_UBS,1859769627,OB,UCB,Close,Close,,UBS
83,,185_2491400081_UBS,1859772809,OB,UCB,Close,Close,,UBS
84,,199_2491400081_UBS,1859772573,OB,UCB,Close,Close,,UBS
85,,199_2491400067_UBS,1859769371,OB,UCB,Close,Close,,UBS
86,,184_2491400067_UBS,1859769628,OB,UCB,Close,Close,,UBS
87,,184_2491400081_UBS,1859772824,OB,UCB,Close,Close,,UBS
88,,84_2491400081_UBS,1859772558,OB,UCB,Close,Close,,UBS
89,,84_2491400067_UBS,1859769358,OB,UCB,Close,Close,,UBS
90,,181_2491400081_UBS,1859772798,OB,UCB,Close,Close,,UBS
91,,181_2491400067_UBS,1859769624,OB,UCB,Close,Close,,UBS
92,,179_2491400067_UBS,1859769611,OB,UCB,Close,Close,,UBS
93,,179_2491400081_UBS,1859772804,OB,UCB,Close,Close,,UBS
