,Side0_UniqueIds,Side1_UniqueIds,BreakID,ViewData.Status,predicted status,predicted action,predicted category,predicted comment,custodian_val_to_use_comgen
0,,215_2491430290_Goldman Sachs,1860076190,CNF,UCB,Close,Close,,Goldman Sachs
1,,214_2491430290_Goldman Sachs,1860076191,CNF,UCB,Close,Close,,Goldman Sachs
2,,218_2491430290_Goldman Sachs,1860076194,CNF,UCB,Close,Close,,Goldman Sachs
3,,219_2491430290_Goldman Sachs,1860076196,CNF,UCB,Close,Close,,Goldman Sachs
4,,216_2491426012_Goldman Sachs,1859876600,OB,UCB,Close,Close,,Goldman Sachs
5,66_2491380309_Integrata,,1859622585,OB,UCB,Close,Close,,Goldman Sachs
6,,211_2491426012_Goldman Sachs,1859876599,OB,UCB,Close,Close,,Goldman Sachs
7,71_2491380301_Integrata,,1859622235,OB,UCB,Close,Close,,Goldman Sachs
8,,213_2491426012_Goldman Sachs,1859876914,OB,UCB,Close,Close,,Goldman Sachs
9,71_2491400026_Integrata,,1859744320,OB,UCB,Close,Close,,Goldman Sachs
10,,215_2491426012_Goldman Sachs,1859876602,OB,UCB,Close,Close,,Goldman Sachs
11,71_2491380309_Integrata,,1859622600,OB,UCB,Close,Close,,Goldman Sachs
12,,217_2491426012_Goldman Sachs,1859876911,OB,UCB,Close,Close,,Goldman Sachs
13,39_2491430080_Integrata,,1859922179,OB,UCB,Close,Close,,Goldman Sachs
14,67_2491380309_Integrata,,1859622574,OB,UCB,Close,Close,,Goldman Sachs
15,67_2491400026_Integrata,,1859744329,OB,UCB,Close,Close,,Goldman Sachs
16,67_2491380301_Integrata,,1859622244,OB,UCB,Close,Close,,Goldman Sachs
17,70_2491400026_Integrata,,1859744308,OB,UCB,Close,Close,,Goldman Sachs
18,70_2491380301_Integrata,,1859622223,OB,UCB,Close,Close,,Goldman Sachs
19,70_2491380309_Integrata,,1859622599,OB,UCB,Close,Close,,Goldman Sachs
