,Side0_UniqueIds,Side1_UniqueIds,BreakID,ViewData.Status,predicted status,predicted action,predicted category,predicted comment,custodian_val_to_use_comgen
0,,70_2491430086_Barclays,1859922813,OB,UCB,Close,Close,,Barclays
1,,69_2491426018_Barclays,1859877560,OB,UCB,Close,Close,,Barclays
2,,76_2491400031_Barclays,1859744700,OB,UCB,Close,Close,,Barclays
3,,92_2491430318_Barclays,1860081580,OB,UCB,Close,Close,,Barclays
4,,76_2491456006_Barclays,1860183892,OB,UCB,Close,Close,,Barclays
5,,69_2491400083_Barclays,1859773003,OB,UCB,Close,Close,,Barclays
6,,103_2491430314_Barclays,1860081091,OB,UCB,Close,Close,,Barclays
7,,79_2491456006_Barclays,1860183898,OB,UCB,Close,Close,,Barclays
8,,70_2491430053_Barclays,1859897376,OB,UCB,Close,Close,,Barclays
9,,70_2491430067_Barclays,1859905401,OB,UCB,Close,Close,,Barclays
10,,86_2491450190_Barclays,1860153402,OB,UCB,Close,Close,,Barclays
11,,81_2491430317_Barclays,1860081399,OB,UCB,Close,Close,,Barclays
12,,82_2491430317_Barclays,1860081426,OB,UCB,Close,Close,,Barclays
13,,87_2491450151_Barclays,1860150805,OB,UCB,Close,Close,,Barclays
14,,83_2491456006_Barclays,1860183915,OB,UCB,Close,Close,,Barclays
15,,78_2491400083_Barclays,1859772973,OB,UCB,Close,Close,,Barclays
16,,70_2491430315_Barclays,1860081197,OB,UCB,Close,Close,,Barclays
17,,75_2491456006_Barclays,1860183873,OB,UCB,Close,Close,,Barclays
18,,75_2491430315_Barclays,1860081164,OB,UCB,Close,Close,,Barclays
19,,67_2491430319_Barclays,1860081632,OB,UCB,Close,Close,,Barclays
20,,67_2491450112_Barclays,1860134580,OB,UCB,Close,Close,,Barclays
21,,71_2491430067_Barclays,1859905426,OB,UCB,Close,Close,,Barclays
22,,71_2491430053_Barclays,1859897330,OB,UCB,Close,Close,,Barclays
23,,69_2491430315_Barclays,1860081178,OB,UCB,Close,Close,,Barclays
24,,71_2491430317_Barclays,1860081384,OB,UCB,Close,Close,,Barclays
25,,88_2491450151_Barclays,1860150813,OB,UCB,Close,Close,,Barclays
26,,86_2491450151_Barclays,1860150789,OB,UCB,Close,Close,,Barclays
27,,70_2491400031_Barclays,1859744710,OB,UCB,Close,Close,,Barclays
28,,79_2491450151_Barclays,1860150765,OB,UCB,Close,Close,,Barclays
29,,83_2491450151_Barclays,1860150821,OB,UCB,Close,Close,,Barclays
30,,98_2491430289_Barclays,1860076101,OB,UCB,Close,Close,,Barclays
31,,74_2491430317_Barclays,1860081421,OB,UCB,Close,Close,,Barclays
32,,99_2491430289_Barclays,1860076108,OB,UCB,Close,Close,,Barclays
33,,81_2491450151_Barclays,1860150782,OB,UCB,Close,Close,,Barclays
34,,72_2491430086_Barclays,1859922844,OB,UCB,Close,Close,,Barclays
35,,85_2491430086_Barclays,1859922781,OB,UCB,Close,Close,,Barclays
36,,70_2491430319_Barclays,1860081655,OB,UCB,Close,Close,,Barclays
37,,70_2491450112_Barclays,1860134578,OB,UCB,Close,Close,,Barclays
38,,82_2491430315_Barclays,1860081190,OB,UCB,Close,Close,,Barclays
39,,73_2491426018_Barclays,1859877568,OB,UCB,Close,Close,,Barclays
40,,80_2491430086_Barclays,1859922772,OB,UCB,Close,Close,,Barclays
41,,77_2491400031_Barclays,1859744725,OB,UCB,Close,Close,,Barclays
42,,69_2491430319_Barclays,1860081650,OB,UCB,Close,Close,,Barclays
43,,69_2491450112_Barclays,1860134604,OB,UCB,Close,Close,,Barclays
44,,85_2491430289_Barclays,1860076144,OB,UCB,Close,Close,,Barclays
45,,75_2491430067_Barclays,1859905406,OB,UCB,Close,Close,,Barclays
46,,91_2491450151_Barclays,1860150798,OB,UCB,Close,Close,,Barclays
47,,75_2491430053_Barclays,1859897344,OB,UCB,Close,Close,,Barclays
48,,74_2491430315_Barclays,1860081157,OB,UCB,Close,Close,,Barclays
49,,83_2491430317_Barclays,1860081434,OB,UCB,Close,Close,,Barclays
50,,71_2491430318_Barclays,1860081520,OB,UCB,Close,Close,,Barclays
51,,82_2491430086_Barclays,1859922826,OB,UCB,Close,Close,,Barclays
52,,78_2491430053_Barclays,1859897363,OB,UCB,Close,Close,,Barclays
53,,84_2491430086_Barclays,1859922832,OB,UCB,Close,Close,,Barclays
54,,78_2491430067_Barclays,1859905418,OB,UCB,Close,Close,,Barclays
55,,68_2491426018_Barclays,1859877556,OB,UCB,Close,Close,,Barclays
56,,68_2491400083_Barclays,1859772994,OB,UCB,Close,Close,,Barclays
57,,71_2491450151_Barclays,1860150748,OB,UCB,Close,Close,,Barclays
58,,68_2491430319_Barclays,1860081641,OB,UCB,Close,Close,,Barclays
59,,68_2491450112_Barclays,1860134592,OB,UCB,Close,Close,,Barclays
60,,94_2491430314_Barclays,1860081085,OB,UCB,Close,Close,,Barclays
61,,72_2491426018_Barclays,1859877603,OB,UCB,Close,Close,,Barclays
62,,71_2491400031_Barclays,1859744747,OB,UCB,Close,Close,,Barclays
63,,75_2491430086_Barclays,1859922758,OB,UCB,Close,Close,,Barclays
64,,79_2491430317_Barclays,1860081394,OB,UCB,Close,Close,,Barclays
65,,74_2491400083_Barclays,1859773012,OB,UCB,Close,Close,,Barclays
66,,77_2491430067_Barclays,1859905405,OB,UCB,Close,Close,,Barclays
67,,69_2491430086_Barclays,1859922771,OB,UCB,Close,Close,,Barclays
68,,77_2491430053_Barclays,1859897356,OB,UCB,Close,Close,,Barclays
