,Side0_UniqueIds,Side1_UniqueIds,BreakID,ViewData.Status,predicted status,predicted action,predicted category,predicted comment,custodian_val_to_use_comgen
0,,93_2491430318_Barclays,1860081589,OB,UCB,Close,Close,,Barclays
1,,74_2491400083_Barclays,1859773012,OB,UCB,Close,Close,,Barclays
2,,73_2491426018_Barclays,1859877568,OB,UCB,Close,Close,,Barclays
3,,82_2491430315_Barclays,1860081190,OB,UCB,Close,Close,,Barclays
4,,86_2491430086_Barclays,1859922851,OB,UCB,Close,Close,,Barclays
5,,73_2491430317_Barclays,1860081388,OB,UCB,Close,Close,,Barclays
6,,80_2491430317_Barclays,1860081380,OB,UCB,Close,Close,,Barclays
7,,75_2491430315_Barclays,1860081164,OB,UCB,Close,Close,,Barclays
8,,74_2491430317_Barclays,1860081421,OB,UCB,Close,Close,,Barclays
9,,71_2491430317_Barclays,1860081384,OB,UCB,Close,Close,,Barclays
10,,69_2491400083_Barclays,1859773003,OB,UCB,Close,Close,,Barclays
11,,72_2491430317_Barclays,1860081403,OB,UCB,Close,Close,,Barclays
12,,70_2491400031_Barclays,1859744710,OB,UCB,Close,Close,,Barclays
13,,82_2491430317_Barclays,1860081426,OB,UCB,Close,Close,,Barclays
14,,85_2491430289_Barclays,1860076144,OB,UCB,Close,Close,,Barclays
15,,84_2491430086_Barclays,1859922832,OB,UCB,Close,Close,,Barclays
16,,82_2491430086_Barclays,1859922826,OB,UCB,Close,Close,,Barclays
17,,71_2491430086_Barclays,1859922819,OB,UCB,Close,Close,,Barclays
18,,73_2491430315_Barclays,1860081141,OB,UCB,Close,Close,,Barclays
19,,69_2491450112_Barclays,1860134604,OB,UCB,Close,Close,,Barclays
20,,69_2491430319_Barclays,1860081650,OB,UCB,Close,Close,,Barclays
21,,77_2491400083_Barclays,1859772957,OB,UCB,Close,Close,,Barclays
22,,91_2491430318_Barclays,1860081563,OB,UCB,Close,Close,,Barclays
23,,68_2491426018_Barclays,1859877556,OB,UCB,Close,Close,,Barclays
24,,76_2491430086_Barclays,1859922779,OB,UCB,Close,Close,,Barclays
25,,77_2491430053_Barclays,1859897356,OB,UCB,Close,Close,,Barclays
26,,77_2491430067_Barclays,1859905405,OB,UCB,Close,Close,,Barclays
27,,103_2491430314_Barclays,1860081091,OB,UCB,Close,Close,,Barclays
28,,84_2491430317_Barclays,1860081442,OB,UCB,Close,Close,,Barclays
29,,98_2491430289_Barclays,1860076101,OB,UCB,Close,Close,,Barclays
30,,88_2491430086_Barclays,1859922761,OB,UCB,Close,Close,,Barclays
31,,68_2491430319_Barclays,1860081641,OB,UCB,Close,Close,,Barclays
32,,68_2491450112_Barclays,1860134592,OB,UCB,Close,Close,,Barclays
33,,85_2491430086_Barclays,1859922781,OB,UCB,Close,Close,,Barclays
34,,69_2491430086_Barclays,1859922771,OB,UCB,Close,Close,,Barclays
35,,75_2491430086_Barclays,1859922758,OB,UCB,Close,Close,,Barclays
36,,94_2491430314_Barclays,1860081085,OB,UCB,Close,Close,,Barclays
37,,78_2491430315_Barclays,1860081171,OB,UCB,Close,Close,,Barclays
38,,92_2491430318_Barclays,1860081580,OB,UCB,Close,Close,,Barclays
39,,69_2491426018_Barclays,1859877560,OB,UCB,Close,Close,,Barclays
40,,70_2491400083_Barclays,1859772969,OB,UCB,Close,Close,,Barclays
41,,78_2491400083_Barclays,1859772973,OB,UCB,Close,Close,,Barclays
42,,72_2491430086_Barclays,1859922844,OB,UCB,Close,Close,,Barclays
43,,93_2491430314_Barclays,1860081061,OB,UCB,Close,Close,,Barclays
44,,70_2491430086_Barclays,1859922813,OB,UCB,Close,Close,,Barclays
45,,99_2491430289_Barclays,1860076108,OB,UCB,Close,Close,,Barclays
46,,100_2491430289_Barclays,1860076114,OB,UCB,Close,Close,,Barclays
47,,76_2491400031_Barclays,1859744700,OB,UCB,Close,Close,,Barclays
48,,70_2491430318_Barclays,1860081544,OB,UCB,Close,Close,,Barclays
49,,83_2491430317_Barclays,1860081434,OB,UCB,Close,Close,,Barclays
50,,100_2491430314_Barclays,1860081090,OB,UCB,Close,Close,,Barclays
51,,89_2491430318_Barclays,1860081572,OB,UCB,Close,Close,,Barclays
52,,81_2491430317_Barclays,1860081399,OB,UCB,Close,Close,,Barclays
53,,68_2491400083_Barclays,1859772994,OB,UCB,Close,Close,,Barclays
54,,73_2491400083_Barclays,1859772987,OB,UCB,Close,Close,,Barclays
55,,72_2491426018_Barclays,1859877603,OB,UCB,Close,Close,,Barclays
56,,71_2491430067_Barclays,1859905426,OB,UCB,Close,Close,,Barclays
57,,71_2491430053_Barclays,1859897330,OB,UCB,Close,Close,,Barclays
58,,82_2491430289_Barclays,1860076086,OB,UCB,Close,Close,,Barclays
59,,81_2491430086_Barclays,1859922806,OB,UCB,Close,Close,,Barclays
60,,83_2491430086_Barclays,1859922799,OB,UCB,Close,Close,,Barclays
61,,76_2491430053_Barclays,1859897354,OB,UCB,Close,Close,,Barclays
62,,76_2491430067_Barclays,1859905396,OB,UCB,Close,Close,,Barclays
63,,79_2491430317_Barclays,1860081394,OB,UCB,Close,Close,,Barclays
64,,78_2491430067_Barclays,1859905418,OB,UCB,Close,Close,,Barclays
65,,78_2491430053_Barclays,1859897363,OB,UCB,Close,Close,,Barclays
66,,80_2491430086_Barclays,1859922772,OB,UCB,Close,Close,,Barclays
67,,77_2491400031_Barclays,1859744725,OB,UCB,Close,Close,,Barclays
68,,71_2491430318_Barclays,1860081520,OB,UCB,Close,Close,,Barclays
69,,71_2491400031_Barclays,1859744747,OB,UCB,Close,Close,,Barclays
70,,75_2491430053_Barclays,1859897344,OB,UCB,Close,Close,,Barclays
71,,75_2491430067_Barclays,1859905406,OB,UCB,Close,Close,,Barclays
72,,71_2491450151_Barclays,1860150748,OB,UCB,Close,Close,,Barclays
73,,70_2491430319_Barclays,1860081655,OB,UCB,Close,Close,,Barclays
74,,70_2491450112_Barclays,1860134578,OB,UCB,Close,Close,,Barclays
75,,97_2491430289_Barclays,1860076092,OB,UCB,Close,Close,,Barclays
76,,75_2491400083_Barclays,1859772932,OB,UCB,Close,Close,,Barclays
77,,76_2491400083_Barclays,1859772986,OB,UCB,Close,Close,,Barclays
78,,71_2491400083_Barclays,1859772931,OB,UCB,Close,Close,,Barclays
79,,72_2491400083_Barclays,1859772997,OB,UCB,Close,Close,,Barclays
80,,89_2491450151_Barclays,1860150750,OB,UCB,Close,Close,,Barclays
81,,73_2491450151_Barclays,1860150756,OB,UCB,Close,Close,,Barclays
82,,90_2491450151_Barclays,1860150761,OB,UCB,Close,Close,,Barclays
83,,79_2491450151_Barclays,1860150765,OB,UCB,Close,Close,,Barclays
84,,85_2491450151_Barclays,1860150774,OB,UCB,Close,Close,,Barclays
85,,81_2491450151_Barclays,1860150782,OB,UCB,Close,Close,,Barclays
86,,86_2491450151_Barclays,1860150789,OB,UCB,Close,Close,,Barclays
87,,91_2491450151_Barclays,1860150798,OB,UCB,Close,Close,,Barclays
88,,70_2491430315_Barclays,1860081197,OB,UCB,Close,Close,,Barclays
89,,74_2491430315_Barclays,1860081157,OB,UCB,Close,Close,,Barclays
90,,67_2491400083_Barclays,1859772982,OB,UCB,Close,Close,,Barclays
91,,70_2491430053_Barclays,1859897376,OB,UCB,Close,Close,,Barclays
92,,70_2491430067_Barclays,1859905401,OB,UCB,Close,Close,,Barclays
93,,67_2491430319_Barclays,1860081632,OB,UCB,Close,Close,,Barclays
94,,67_2491450112_Barclays,1860134580,OB,UCB,Close,Close,,Barclays
95,,69_2491430315_Barclays,1860081178,OB,UCB,Close,Close,,Barclays
96,,79_2491430315_Barclays,1860081184,OB,UCB,Close,Close,,Barclays
97,,87_2491450151_Barclays,1860150805,OB,UCB,Close,Close,,Barclays
98,,88_2491450151_Barclays,1860150813,OB,UCB,Close,Close,,Barclays
99,,83_2491450151_Barclays,1860150821,OB,UCB,Close,Close,,Barclays
100,,80_2491430289_Barclays,1860076012,OB,UCB,Close,Close,,Barclays
101,,78_2491430289_Barclays,1860076020,OB,UCB,Close,Close,,Barclays
102,,81_2491430289_Barclays,1860076021,OB,UCB,Close,Close,,Barclays
103,,68_2491430289_Barclays,1860076014,OB,UCB,Close,Close,,Barclays
104,,79_2491430289_Barclays,1860076015,OB,UCB,Close,Close,,Barclays
105,,88_2491430289_Barclays,1860076024,OB,UCB,Close,Close,,Barclays
106,,69_2491430289_Barclays,1860076016,OB,UCB,Close,Close,,Barclays
107,,87_2491430289_Barclays,1860076023,OB,UCB,Close,Close,,Barclays
108,24_2491430317_Integrata,,1860081369,OB,UCB,Close,Close,,Barclays
