,Side0_UniqueIds,Side1_UniqueIds,BreakID,ViewData.Status,predicted status,predicted action,predicted category,predicted comment,first_non_null_breakid_in_breakid_columns
0,1_4551430048_Integrata,,1859897095,OB,UCB,Close,Close,,1859897095
1,1_4551430044_Integrata,,1859896252,OB,UCB,Close,Close,,1859896252
2,31_4551430295_Integrata,,1860078150,OB,UCB,Close,Close,,1860078150
3,138_4551430295_Integrata,,1860078134,OB,UCB,Close,Close,,1860078134
4,160_4551430295_Integrata,,1860078140,OB,UCB,Close,Close,,1860078140
5,3_4551426010_Integrata,,1859876131,OB,UCB,Close,Close,,1859876131
6,196_4551430295_Integrata,,1860077981,OB,UCB,Close,Close,,1860077981
7,135_4551426010_Integrata,,1859876136,OB,UCB,Close,Close,,1859876136
8,115_4551430295_Integrata,,1860077974,OB,UCB,Close,Close,,1860077974
9,86_4551430295_Integrata,,1860078023,OB,UCB,Close,Close,,1860078023
10,207_4551430295_Integrata,,1860078032,OB,UCB,Close,Close,,1860078032
11,206_4551430295_Integrata,,1860078067,OB,UCB,Close,Close,,1860078067
12,140_4551426010_Integrata,,1859876024,OB,UCB,Close,Close,,1859876024
13,209_4551430295_Integrata,,1860078059,OB,UCB,Close,Close,,1860078059
14,90_4551426010_Integrata,,1859876030,OB,UCB,Close,Close,,1859876030
15,198_4551430295_Integrata,,1860078012,OB,UCB,Close,Close,,1860078012
16,192_4551430295_Integrata,,1860078004,OB,UCB,Close,Close,,1860078004
17,62_4551430295_Integrata,,1860078200,OB,UCB,Close,Close,,1860078200
18,180_4551430295_Integrata,,1860078126,OB,UCB,Close,Close,,1860078126
19,134_4551430295_Integrata,,1860078191,OB,UCB,Close,Close,,1860078191
20,251_4551430295_Integrata,,1860078196,OB,UCB,Close,Close,,1860078196
21,25_4551430295_Integrata,,1860078155,OB,UCB,Close,Close,,1860078155
22,156_4551430295_Integrata,,1860078160,OB,UCB,Close,Close,,1860078160
23,30_4551430295_Integrata,,1860078151,OB,UCB,Close,Close,,1860078151
24,133_4551430295_Integrata,,1860078147,OB,UCB,Close,Close,,1860078147
25,117_4551430295_Integrata,,1860077965,OB,UCB,Close,Close,,1860077965
26,122_4551430295_Integrata,,1860077959,OB,UCB,Close,Close,,1860077959
27,241_4551430295_Integrata,,1860078039,OB,UCB,Close,Close,,1860078039
28,195_4551430295_Integrata,,1860078033,OB,UCB,Close,Close,,1860078033
29,142_4551430295_Integrata,,1860078153,OB,UCB,Close,Close,,1860078153
30,175_4551430295_Integrata,,1860078159,OB,UCB,Close,Close,,1860078159
31,5_4551430295_Integrata,,1860078133,OB,UCB,Close,Close,,1860078133
32,24_4551430295_Integrata,,1860078138,OB,UCB,Close,Close,,1860078138
33,20_4551430295_Integrata,,1860078148,OB,UCB,Close,Close,,1860078148
34,14_4551430295_Integrata,,1860078143,OB,UCB,Close,Close,,1860078143
35,233_4551430295_Integrata,,1860077964,OB,UCB,Close,Close,,1860077964
36,112_4551430295_Integrata,,1860077958,OB,UCB,Close,Close,,1860077958
37,74_4551430295_Integrata,,1860077976,OB,UCB,Close,Close,,1860077976
38,114_4551430295_Integrata,,1860077970,OB,UCB,Close,Close,,1860077970
39,234_4551430295_Integrata,,1860077967,OB,UCB,Close,Close,,1860077967
40,110_4551430295_Integrata,,1860077961,OB,UCB,Close,Close,,1860077961
41,13_4551430295_Integrata,,1860078165,OB,UCB,Close,Close,,1860078165
42,143_4551430295_Integrata,,1860078171,OB,UCB,Close,Close,,1860078171
43,68_4551430295_Integrata,,1860078184,OB,UCB,Close,Close,,1860078184
44,153_4551430295_Integrata,,1860078189,OB,UCB,Close,Close,,1860078189
45,27_4551430295_Integrata,,1860078180,OB,UCB,Close,Close,,1860078180
46,22_4551430295_Integrata,,1860078174,OB,UCB,Close,Close,,1860078174
47,84_4551430295_Integrata,,1860078040,OB,UCB,Close,Close,,1860078040
48,87_4551430295_Integrata,,1860078034,OB,UCB,Close,Close,,1860078034
