,Side0_UniqueIds,Side1_UniqueIds,BreakID,ViewData.Status,predicted status,predicted action,predicted category,predicted comment,first_non_null_breakid_in_breakid_columns
0,89_4551426010_Integrata,,1859876064,OB,UCB,Close,Close,,1859876064
1,86_4551426010_Integrata,,1859876056,OB,UCB,Close,Close,,1859876056
2,1_4551430295_Integrata,,1860078122,OB,UCB,Close,Close,,1860078122
3,171_4551430295_Integrata,,1860078128,OB,UCB,Close,Close,,1860078128
4,3_4551426010_Integrata,,1859876131,OB,UCB,Close,Close,,1859876131
5,50_4551430295_Integrata,,1860078141,OB,UCB,Close,Close,,1860078141
6,101_4551144082_Integrata,,1659706999,OB,UCB,Close,Close,,1659706999
7,130_4551430295_Integrata,,1860078136,OB,UCB,Close,Close,,1860078136
8,135_4551426010_Integrata,,1859876136,OB,UCB,Close,Close,,1859876136
9,102_4551144082_Integrata,,1659707002,OB,UCB,Close,Close,,1659707002
10,228_4551430295_Integrata,,1860078087,OB,UCB,Close,Close,,1860078087
11,226_4551430295_Integrata,,1860078080,OB,UCB,Close,Close,,1860078080
12,224_4551430295_Integrata,,1860078070,OB,UCB,Close,Close,,1860078070
13,244_4551430295_Integrata,,1860078078,OB,UCB,Close,Close,,1860078078
14,95_4551430295_Integrata,,1860077983,OB,UCB,Close,Close,,1860077983
15,96_4551430295_Integrata,,1860077988,OB,UCB,Close,Close,,1860077988
16,41_4551430295_Integrata,,1860078164,OB,UCB,Close,Close,,1860078164
17,140_4551426010_Integrata,,1859876024,OB,UCB,Close,Close,,1859876024
18,40_4551430295_Integrata,,1860078156,OB,UCB,Close,Close,,1860078156
19,90_4551426010_Integrata,,1859876030,OB,UCB,Close,Close,,1859876030
20,37_4551430295_Integrata,,1860078176,OB,UCB,Close,Close,,1860078176
21,168_4551430295_Integrata,,1860078181,OB,UCB,Close,Close,,1860078181
22,172_4551430295_Integrata,,1860078173,OB,UCB,Close,Close,,1860078173
23,146_4551430295_Integrata,,1860078169,OB,UCB,Close,Close,,1860078169
24,24_4551430295_Integrata,,1860078138,OB,UCB,Close,Close,,1860078138
25,5_4551430295_Integrata,,1860078133,OB,UCB,Close,Close,,1860078133
26,1_4551430044_Integrata,,1859896252,OB,UCB,Close,Close,,1859896252
27,175_4551430295_Integrata,,1860078159,OB,UCB,Close,Close,,1860078159
28,142_4551430295_Integrata,,1860078153,OB,UCB,Close,Close,,1860078153
29,20_4551430295_Integrata,,1860078148,OB,UCB,Close,Close,,1860078148
30,1_4551430048_Integrata,,1859897095,OB,UCB,Close,Close,,1859897095
31,14_4551430295_Integrata,,1860078143,OB,UCB,Close,Close,,1860078143
32,234_4551430295_Integrata,,1860077967,OB,UCB,Close,Close,,1860077967
33,110_4551430295_Integrata,,1860077961,OB,UCB,Close,Close,,1860077961
34,74_4551430295_Integrata,,1860077976,OB,UCB,Close,Close,,1860077976
35,114_4551430295_Integrata,,1860077970,OB,UCB,Close,Close,,1860077970
36,112_4551430295_Integrata,,1860077958,OB,UCB,Close,Close,,1860077958
37,233_4551430295_Integrata,,1860077964,OB,UCB,Close,Close,,1860077964
38,153_4551426010_Integrata,,1859876059,OB,UCB,Close,Close,,1859876059
39,151_4551426010_Integrata,,1859876066,OB,UCB,Close,Close,,1859876066
40,51_4551426010_Integrata,,1859876032,OB,UCB,Close,Close,,1859876032
41,50_4551426010_Integrata,,1859876029,OB,UCB,Close,Close,,1859876029
42,31_4551426010_Integrata,,1859876073,OB,UCB,Close,Close,,1859876073
43,20_4551426010_Integrata,,1859876079,OB,UCB,Close,Close,,1859876079
44,49_4551426010_Integrata,,1859876027,OB,UCB,Close,Close,,1859876027
45,105_4551426010_Integrata,,1859876033,OB,UCB,Close,Close,,1859876033
46,114_4551426010_Integrata,,1859876163,OB,UCB,Close,Close,,1859876163
47,131_4551426010_Integrata,,1859876164,OB,UCB,Close,Close,,1859876164
48,54_4551426010_Integrata,,1859876151,OB,UCB,Close,Close,,1859876151
49,117_4551426010_Integrata,,1859876156,OB,UCB,Close,Close,,1859876156
50,67_4551426010_Integrata,,1859876132,OB,UCB,Close,Close,,1859876132
51,6_4551430295_Integrata,,1860078154,OB,UCB,Close,Close,,1860078154
52,111_4551426010_Integrata,,1859876139,OB,UCB,Close,Close,,1859876139
53,80_4551426010_Integrata,,1859876138,OB,UCB,Close,Close,,1859876138
54,17_4551430295_Integrata,,1860078161,OB,UCB,Close,Close,,1860078161
55,109_4551426010_Integrata,,1859876143,OB,UCB,Close,Close,,1859876143
56,128_4551430295_Integrata,,1860078152,OB,UCB,Close,Close,,1860078152
57,10_4551430295_Integrata,,1860078145,OB,UCB,Close,Close,,1860078145
58,122_4551430295_Integrata,,1860077959,OB,UCB,Close,Close,,1860077959
59,117_4551430295_Integrata,,1860077965,OB,UCB,Close,Close,,1860077965
60,241_4551430295_Integrata,,1860078039,OB,UCB,Close,Close,,1860078039
61,195_4551430295_Integrata,,1860078033,OB,UCB,Close,Close,,1860078033
62,7_4551450020_Integrata,,1860084488,OB,UCB,Close,Close,,1860084488
63,25_4551430295_Integrata,,1860078155,OB,UCB,Close,Close,,1860078155
64,7_4551450053_Integrata,,1860095140,OB,UCB,Close,Close,,1860095140
65,156_4551430295_Integrata,,1860078160,OB,UCB,Close,Close,,1860078160
66,133_4551430295_Integrata,,1860078147,OB,UCB,Close,Close,,1860078147
67,30_4551430295_Integrata,,1860078151,OB,UCB,Close,Close,,1860078151
68,4_4551426010_Integrata,,1859876150,OB,UCB,Close,Close,,1859876150
69,141_4551426010_Integrata,,1859876154,OB,UCB,Close,Close,,1859876154
70,180_4551430295_Integrata,,1860078126,OB,UCB,Close,Close,,1860078126
71,62_4551430295_Integrata,,1860078200,OB,UCB,Close,Close,,1860078200
72,251_4551430295_Integrata,,1860078196,OB,UCB,Close,Close,,1860078196
73,134_4551430295_Integrata,,1860078191,OB,UCB,Close,Close,,1860078191
74,206_4551430295_Integrata,,1860078067,OB,UCB,Close,Close,,1860078067
75,209_4551430295_Integrata,,1860078059,OB,UCB,Close,Close,,1860078059
76,192_4551430295_Integrata,,1860078004,OB,UCB,Close,Close,,1860078004
77,10_4551450020_Integrata,,1860084493,OB,UCB,Close,Close,,1860084493
78,10_4551450053_Integrata,,1860095133,OB,UCB,Close,Close,,1860095133
79,198_4551430295_Integrata,,1860078012,OB,UCB,Close,Close,,1860078012
80,154_4551430295_Integrata,,1860078203,OB,UCB,Close,Close,,1860078203
81,152_4551430295_Integrata,,1860078199,OB,UCB,Close,Close,,1860078199
82,178_4551430295_Integrata,,1860078135,OB,UCB,Close,Close,,1860078135
83,29_4551430295_Integrata,,1860078142,OB,UCB,Close,Close,,1860078142
84,66_4551430295_Integrata,,1860078205,OB,UCB,Close,Close,,1860078205
85,177_4551430295_Integrata,,1860078129,OB,UCB,Close,Close,,1860078129
86,25_4551426010_Integrata,,1859876190,OB,UCB,Close,Close,,1859876190
87,12_4551430295_Integrata,,1860078183,OB,UCB,Close,Close,,1860078183
88,28_4551426010_Integrata,,1859876133,OB,UCB,Close,Close,,1859876133
89,170_4551430295_Integrata,,1860078186,OB,UCB,Close,Close,,1860078186
90,46_4551430295_Integrata,,1860078190,OB,UCB,Close,Close,,1860078190
91,47_4551430295_Integrata,,1860078195,OB,UCB,Close,Close,,1860078195
92,63_4551430295_Integrata,,1860078178,OB,UCB,Close,Close,,1860078178
93,43_4551430295_Integrata,,1860078167,OB,UCB,Close,Close,,1860078167
94,197_4551430295_Integrata,,1860077956,OB,UCB,Close,Close,,1860077956
95,90_4551430295_Integrata,,1860077950,OB,UCB,Close,Close,,1860077950
96,216_4551430295_Integrata,,1860078111,OB,UCB,Close,Close,,1860078111
97,2_4551450053_Integrata,,1860095129,OB,UCB,Close,Close,,1860095129
98,2_4551450020_Integrata,,1860084480,OB,UCB,Close,Close,,1860084480
99,126_4551426010_Integrata,,1859876025,OB,UCB,Close,Close,,1859876025
100,6_4551450020_Integrata,,1860084487,OB,UCB,Close,Close,,1860084487
101,217_4551430295_Integrata,,1860078114,OB,UCB,Close,Close,,1860078114
102,115_4551426010_Integrata,,1859876031,OB,UCB,Close,Close,,1859876031
103,6_4551450053_Integrata,,1860095137,OB,UCB,Close,Close,,1860095137
104,215_4551430295_Integrata,,1860077954,OB,UCB,Close,Close,,1860077954
105,89_4551430295_Integrata,,1860077953,OB,UCB,Close,Close,,1860077953
106,100_4551430295_Integrata,,1860078018,OB,UCB,Close,Close,,1860078018
107,227_4551430295_Integrata,,1860078025,OB,UCB,Close,Close,,1860078025
108,200_4551430295_Integrata,,1860078054,OB,UCB,Close,Close,,1860078054
109,107_4551430295_Integrata,,1860078047,OB,UCB,Close,Close,,1860078047
110,5_4551450053_Integrata,,1860095135,OB,UCB,Close,Close,,1860095135
111,225_4551430295_Integrata,,1860078052,OB,UCB,Close,Close,,1860078052
112,5_4551450020_Integrata,,1860084486,OB,UCB,Close,Close,,1860084486
113,103_4551430295_Integrata,,1860078044,OB,UCB,Close,Close,,1860078044
114,17_4551450020_Integrata,,1860084484,OB,UCB,Close,Close,,1860084484
115,124_4551430295_Integrata,,1860077973,OB,UCB,Close,Close,,1860077973
116,136_4551426010_Integrata,,1859876028,OB,UCB,Close,Close,,1859876028
117,17_4551450053_Integrata,,1860095141,OB,UCB,Close,Close,,1860095141
118,208_4551430295_Integrata,,1860077980,OB,UCB,Close,Close,,1860077980
119,139_4551426010_Integrata,,1859876035,OB,UCB,Close,Close,,1859876035
120,108_4551430295_Integrata,,1860078076,OB,UCB,Close,Close,,1860078076
121,190_4551430295_Integrata,,1860078084,OB,UCB,Close,Close,,1860078084
122,187_4551430295_Integrata,,1860078000,OB,UCB,Close,Close,,1860078000
123,72_4551430295_Integrata,,1860077987,OB,UCB,Close,Close,,1860077987
124,63_4551426010_Integrata,,1859876174,OB,UCB,Close,Close,,1859876174
125,57_4551430295_Integrata,,1860078132,OB,UCB,Close,Close,,1860078132
126,70_4551426010_Integrata,,1859876177,OB,UCB,Close,Close,,1859876177
127,57_4551426010_Integrata,,1859876168,OB,UCB,Close,Close,,1859876168
128,59_4551430295_Integrata,,1860078139,OB,UCB,Close,Close,,1860078139
129,60_4551426010_Integrata,,1859876172,OB,UCB,Close,Close,,1859876172
130,131_4551430295_Integrata,,1860078123,OB,UCB,Close,Close,,1860078123
131,121_4551426010_Integrata,,1859876065,OB,UCB,Close,Close,,1859876065
132,16_4551450020_Integrata,,1860084481,OB,UCB,Close,Close,,1860084481
133,54_4551430295_Integrata,,1860078130,OB,UCB,Close,Close,,1860078130
134,147_4551426010_Integrata,,1859876072,OB,UCB,Close,Close,,1859876072
135,16_4551450053_Integrata,,1860095139,OB,UCB,Close,Close,,1860095139
136,129_4551430295_Integrata,,1860078125,OB,UCB,Close,Close,,1860078125
137,115_4551430295_Integrata,,1860077974,OB,UCB,Close,Close,,1860077974
138,44_4551430295_Integrata,,1860078121,OB,UCB,Close,Close,,1860078121
139,196_4551430295_Integrata,,1860077981,OB,UCB,Close,Close,,1860077981
140,138_4551430295_Integrata,,1860078134,OB,UCB,Close,Close,,1860078134
141,165_4551430295_Integrata,,1860078131,OB,UCB,Close,Close,,1860078131
142,166_4551430295_Integrata,,1860078137,OB,UCB,Close,Close,,1860078137
143,169_4551430295_Integrata,,1860078207,OB,UCB,Close,Close,,1860078207
144,65_4551430295_Integrata,,1860078198,OB,UCB,Close,Close,,1860078198
145,174_4551430295_Integrata,,1860078124,OB,UCB,Close,Close,,1860078124
146,39_4551430295_Integrata,,1860078206,OB,UCB,Close,Close,,1860078206
147,163_4551430295_Integrata,,1860078201,OB,UCB,Close,Close,,1860078201
148,160_4551430295_Integrata,,1860078140,OB,UCB,Close,Close,,1860078140
149,144_4551430295_Integrata,,1860078204,OB,UCB,Close,Close,,1860078204
150,16_4551430295_Integrata,,1860078179,OB,UCB,Close,Close,,1860078179
151,99_4551430295_Integrata,,1860078088,OB,UCB,Close,Close,,1860078088
152,19_4551430295_Integrata,,1860078192,OB,UCB,Close,Close,,1860078192
153,231_4551430295_Integrata,,1860078082,OB,UCB,Close,Close,,1860078082
154,94_4551430295_Integrata,,1860077978,OB,UCB,Close,Close,,1860077978
155,113_4551430295_Integrata,,1860077969,OB,UCB,Close,Close,,1860077969
156,93_4551430295_Integrata,,1860077972,OB,UCB,Close,Close,,1860077972
157,105_4551430295_Integrata,,1860078037,OB,UCB,Close,Close,,1860078037
158,111_4551430295_Integrata,,1860077963,OB,UCB,Close,Close,,1860077963
159,230_4551430295_Integrata,,1860078045,OB,UCB,Close,Close,,1860078045
160,8_4551430295_Integrata,,1860078146,OB,UCB,Close,Close,,1860078146
161,79_4551430295_Integrata,,1860077998,OB,UCB,Close,Close,,1860077998
162,116_4551430295_Integrata,,1860077996,OB,UCB,Close,Close,,1860077996
163,31_4551430295_Integrata,,1860078150,OB,UCB,Close,Close,,1860078150
164,86_4551430295_Integrata,,1860078023,OB,UCB,Close,Close,,1860078023
165,221_4551430295_Integrata,,1860078112,OB,UCB,Close,Close,,1860078112
166,220_4551430295_Integrata,,1860077977,OB,UCB,Close,Close,,1860077977
167,92_4551430295_Integrata,,1860077971,OB,UCB,Close,Close,,1860077971
168,121_4551430295_Integrata,,1860077962,OB,UCB,Close,Close,,1860077962
169,214_4551430295_Integrata,,1860077957,OB,UCB,Close,Close,,1860077957
170,91_4551430295_Integrata,,1860077968,OB,UCB,Close,Close,,1860077968
171,159_4551430295_Integrata,,1860078149,OB,UCB,Close,Close,,1860078149
172,252_4551430295_Integrata,,1860078109,OB,UCB,Close,Close,,1860078109
173,15_4551430295_Integrata,,1860078144,OB,UCB,Close,Close,,1860078144
174,202_4551430295_Integrata,,1860077952,OB,UCB,Close,Close,,1860077952
175,3_4551430295_Integrata,,1860078166,OB,UCB,Close,Close,,1860078166
176,87_4551430295_Integrata,,1860078034,OB,UCB,Close,Close,,1860078034
177,53_4551430295_Integrata,,1860078157,OB,UCB,Close,Close,,1860078157
178,84_4551430295_Integrata,,1860078040,OB,UCB,Close,Close,,1860078040
179,28_4551430295_Integrata,,1860078172,OB,UCB,Close,Close,,1860078172
180,137_4551430295_Integrata,,1860078194,OB,UCB,Close,Close,,1860078194
181,248_4551430295_Integrata,,1860078162,OB,UCB,Close,Close,,1860078162
182,199_4551430295_Integrata,,1860078066,OB,UCB,Close,Close,,1860078066
183,250_4551430295_Integrata,,1860078197,OB,UCB,Close,Close,,1860078197
184,33_4551430295_Integrata,,1860078188,OB,UCB,Close,Close,,1860078188
185,203_4551430295_Integrata,,1860078073,OB,UCB,Close,Close,,1860078073
186,149_4551430295_Integrata,,1860078202,OB,UCB,Close,Close,,1860078202
187,22_4551430295_Integrata,,1860078174,OB,UCB,Close,Close,,1860078174
188,147_4551430295_Integrata,,1860078185,OB,UCB,Close,Close,,1860078185
189,67_4551430295_Integrata,,1860078127,OB,UCB,Close,Close,,1860078127
190,6_455922111_Integrata,,1367056765,OB,UCB,Close,Close,,1367056765
191,27_4551430295_Integrata,,1860078180,OB,UCB,Close,Close,,1860078180
192,240_4551430295_Integrata,,1860078036,OB,UCB,Close,Close,,1860078036
193,153_4551430295_Integrata,,1860078189,OB,UCB,Close,Close,,1860078189
194,7_4551430295_Integrata,,1860078177,OB,UCB,Close,Close,,1860078177
195,81_4551430295_Integrata,,1860078029,OB,UCB,Close,Close,,1860078029
196,2_455922111_Integrata,,1367056764,OB,UCB,Close,Close,,1367056764
197,77_4551430295_Integrata,,1860077989,OB,UCB,Close,Close,,1860077989
198,35_4551430295_Integrata,,1860078182,OB,UCB,Close,Close,,1860078182
199,68_4551430295_Integrata,,1860078184,OB,UCB,Close,Close,,1860078184
200,191_4551430295_Integrata,,1860077984,OB,UCB,Close,Close,,1860077984
