,Side0_UniqueIds,Side1_UniqueIds,BreakID,ViewData.Status,predicted status,predicted action,predicted category,predicted comment,first_non_null_breakid_in_breakid_columns
0,6_455922111_Integrata,,1367056765,OB,UCB,Close,Close,,1367056765
1,2_455922111_Integrata,,1367056764,OB,UCB,Close,Close,,1367056764
2,5_455922111_Integrata,,1367056769,OB,UCB,Close,Close,,1367056769
3,101_4551144082_Integrata,,1659706999,OB,UCB,Close,Close,,1659706999
4,102_4551144082_Integrata,,1659707002,OB,UCB,Close,Close,,1659707002
5,4_455922111_Integrata,,1367056768,OB,UCB,Close,Close,,1367056768
6,,26_455658450_CACEIS,1002374597,OB,UCB,Close,Close,,1002374597
7,,24_455658450_CACEIS,1002374606,OB,UCB,Close,Close,,1002374606
8,,8_4551267661_CACEIS,1824870500,OB,UCB,Close,Close,,1824870500
9,,2_4551318931_CACEIS,1890812360,OB,UCB,Close,Close,,1890812360
10,"18_4551232906_Integrata,17_4551232906_Integrata",306_4551232906_CACEIS,"1780156369,1780156365,1780156374","['OB', 'OB', 'OB']",UMR,UMR,match,match,1780156369
11,7_4551122535_Integrata,"94_4551117124_CACEIS,93_4551117124_CACEIS","1631194828,1623224429,1623224424","['OB', 'OB', 'OB']",UMR,UMR,match,match,1631194828
12,"4_4551436806_Integrata,3_4551436806_Integrata",197_4551436806_CACEIS,"2049885726,2049885724,2049885741","['OB', 'OB', 'OB']",UMR,UMR,match,match,2049885726
13,"5_4551394628_Integrata,3_4551394628_Integrata,6_4551394628_Integrata,7_4551394628_Integrata,4_4551394628_Integrata",2_4551398589_CACEIS,"1997244526,1997244524,1997244525,1997244529,1997244527,2002008738","['OB', 'OB', 'OB', 'OB', 'OB', 'OB']",UMR,UMR,match,match,1997244526
14,"47_4551201062_Integrata,46_4551201062_Integrata",34_4551201062_CACEIS,"1734565912,1734565910,1734565919","['OB', 'OB', 'OB']",UMR,UMR,match,match,1734565912
15,"19_4551248485_Integrata,20_4551248485_Integrata",33_4551248485_CACEIS,"1800039341,1800039344,1800039361","['OB', 'OB', 'OB']",UMR,UMR,match,match,1800039341
16,9_4551203153_Integrata,,1737813341,OB,UCB,Close,Close,,1737813341
17,10_4551203153_Integrata,,1737813332,OB,UCB,Close,Close,,1737813332
18,3_4551203153_Integrata,,1737813331,OB,UCB,Close,Close,,1737813331
19,7_4551203153_Integrata,,1737813339,OB,UCB,Close,Close,,1737813339
20,1_4551203153_Integrata,,1737813324,OB,UCB,Close,Close,,1737813324
21,6_4551203153_Integrata,,1737813326,OB,UCB,Close,Close,,1737813326
22,,6_4551157661_CACEIS,1677770259,OB,UCB,Close,Close,,1677770259
23,,24_4551402499_CACEIS,2006719929,OB,UCB,Close,Close,,2006719929
24,,25_4551285256_CACEIS,1847792960,OB,UCB,Close,Close,,1847792960
25,,20_4551402499_CACEIS,2006719928,OB,UCB,Close,Close,,2006719928
26,,16_4551279353_CACEIS,1839901569,OB,UCB,Close,Close,,1839901569
27,,13_4551402499_CACEIS,2006719926,OB,UCB,Close,Close,,2006719926
28,,26_4551285256_CACEIS,1847792963,OB,UCB,Close,Close,,1847792963
29,,24_4551157661_CACEIS,1677770272,OB,UCB,Close,Close,,1677770272
30,,22_4551402499_CACEIS,2006719923,OB,UCB,Close,Close,,2006719923
31,,15_455914788_CACEIS,1356802615,OB,UCB,Close,Close,,1356802615
32,,17_4551279353_CACEIS,1839901571,OB,UCB,Close,Close,,1839901571
33,,21_4551402499_CACEIS,2006719920,OB,UCB,Close,Close,,2006719920
34,,14_455914788_CACEIS,1356802610,OB,UCB,Close,Close,,1356802610
35,,17_4551285256_CACEIS,1847792954,OB,UCB,Close,Close,,1847792954
36,,9_4551402499_CACEIS,2006719922,OB,UCB,Close,Close,,2006719922
37,,19_4551285256_CACEIS,1847792958,OB,UCB,Close,Close,,1847792958
38,13_4551066313_Integrata,,1556876222,OB,OB,No-pair,wire transfer,Integrata booked the subscription for SD 2020-10-15.Caceis yet to book.,1556876222
39,16_4551066313_Integrata,,1556876224,OB,OB,No-pair,wire transfer,Integrata booked the subscription for SD 2020-10-15.Caceis yet to book.,1556876224
40,22_4551250853_Integrata,,1802932496,OB,OB,No-pair,wire transfer,Integrata booked the AUM plug for SD 2021-02-26.Caceis yet to book.,1802932496
41,4_333062_Integrata,,479846726,OB,OB,No-pair,wire transfer,Integrata booked the Miscellaneous for SD 2019-03-13.Caceis yet to book.,479846726
42,2_4551224321_Integrata,,1767692352,OB,OB,No-pair,wire transfer,Integrata booked the AUM plug for SD 2021-02-08.Caceis yet to book.,1767692352
43,61_4551085502_Integrata,,1581818085,OB,OB,No-pair,wire transfer,Integrata booked the wire transfer for SD 2020-10-27.Caceis yet to book.,1581818085
44,5_4551081703_Integrata,,1576857671,OB,OB,No-pair,wire transfer,Integrata booked the wire transfer for SD 2020-08-31.Caceis yet to book.,1576857671
45,23_4551188298_Integrata,,1718045054,OB,OB,No-pair,fx wire,Integrata booked the fx wire for SD 2021-01-13.Caceis yet to book.,1718045054
46,15_4551237030_Integrata,,1785359465,OB,OB,No-pair,fx wire,Integrata booked the fx wire for SD 2021-02-18.Caceis yet to book.,1785359465
47,1_4551404423_Integrata,,2009057961,OB,OB,No-pair,wire transfer,Integrata booked the AUM plug for SD 2021-06-21.Caceis yet to book.,2009057961
48,69_4551085502_Integrata,,1581818110,OB,OB,No-pair,wire transfer,Integrata booked the wire transfer for SD 2020-10-27.Caceis yet to book.,1581818110
49,34_4551239617_Integrata,,1789074707,OB,OB,No-pair,fx wire,Integrata booked the fx wire for SD 2021-02-19.Caceis yet to book.,1789074707
50,1_4551246640_Integrata,,1797846182,OB,OB,No-pair,wire transfer,Integrata booked the AUM plug for SD 2021-02-24.Caceis yet to book.,1797846182
