,Side0_UniqueIds,Side1_UniqueIds,BreakID,ViewData.Status,predicted status,predicted action,predicted category,predicted comment,first_non_null_breakid_in_breakid_columns
0,,8_4551267661_CACEIS,1824870500,OB,UCB,Close,Close,,1824870500
1,4_455922111_Integrata,,1367056768,OB,UCB,Close,Close,,1367056768
2,6_455922111_Integrata,,1367056765,OB,UCB,Close,Close,,1367056765
3,5_4551464617_Integrata,,2086488712,OB,UCB,Close,Close,,2086488712
4,101_4551144082_Integrata,,1659706999,OB,UCB,Close,Close,,1659706999
5,5_455922111_Integrata,,1367056769,OB,UCB,Close,Close,,1367056769
6,2_455922111_Integrata,,1367056764,OB,UCB,Close,Close,,1367056764
7,4_4551464617_Integrata,,2086488710,OB,UCB,Close,Close,,2086488710
8,102_4551144082_Integrata,,1659707002,OB,UCB,Close,Close,,1659707002
9,,24_455658450_CACEIS,1002374606,OB,UCB,Close,Close,,1002374606
10,,26_455658450_CACEIS,1002374597,OB,UCB,Close,Close,,1002374597
11,,2_4551318931_CACEIS,1890812360,OB,UCB,Close,Close,,1890812360
12,"9_4551478593_Integrata,10_4551478593_Integrata",177_4551480567_CACEIS,"2108620867,2105698933,2105698943","['OB', 'OB', 'OB']",UMR,UMR,match,match,2108620867
13,7_4551122535_Integrata,"94_4551117124_CACEIS,93_4551117124_CACEIS","1631194828,1623224429,1623224424","['OB', 'OB', 'OB']",UMR,UMR,match,match,1631194828
14,"3_4551394628_Integrata,5_4551394628_Integrata,4_4551394628_Integrata,6_4551394628_Integrata,7_4551394628_Integrata",2_4551398589_CACEIS,"1997244524,1997244526,1997244527,1997244525,1997244529,2002008738","['OB', 'OB', 'OB', 'OB', 'OB', 'OB']",UMR,UMR,match,match,1997244524
15,7_4551506468_Integrata,4_4551506468_CACEIS,"2140785054,2140785055","['SPM', 'SPM']",UMR,UMR,match,match,2140785054
16,"47_4551201062_Integrata,46_4551201062_Integrata",34_4551201062_CACEIS,"1734565912,1734565910,1734565919","['OB', 'OB', 'OB']",UMR,UMR,match,match,1734565912
17,"20_4551248485_Integrata,19_4551248485_Integrata",33_4551248485_CACEIS,"1800039344,1800039341,1800039361","['OB', 'OB', 'OB']",UMR,UMR,match,match,1800039344
18,6_4551203153_Integrata,,1737813326,OB,UCB,Close,Close,,1737813326
19,1_4551203153_Integrata,,1737813324,OB,UCB,Close,Close,,1737813324
