,Side0_UniqueIds,Side1_UniqueIds,BreakID,ViewData.Status,predicted status,predicted action,predicted category,predicted comment,custodian_val_to_use_comgen
0,,85_2491430289_Barclays,1860076144,OB,UCB,Close,Close,,Barclays
1,,69_2491430086_Barclays,1859922771,OB,UCB,Close,Close,,Barclays
2,,71_2491400031_Barclays,1859744747,OB,UCB,Close,Close,,Barclays
3,,77_2491400031_Barclays,1859744725,OB,UCB,Close,Close,,Barclays
4,,93_2491430314_Barclays,1860081061,OB,UCB,Close,Close,,Barclays
5,,75_2491430086_Barclays,1859922758,OB,UCB,Close,Close,,Barclays
6,,71_2491430067_Barclays,1859905426,OB,UCB,Close,Close,,Barclays
7,,71_2491430053_Barclays,1859897330,OB,UCB,Close,Close,,Barclays
8,,75_2491430067_Barclays,1859905406,OB,UCB,Close,Close,,Barclays
9,,75_2491430053_Barclays,1859897344,OB,UCB,Close,Close,,Barclays
10,,98_2491430289_Barclays,1860076101,OB,UCB,Close,Close,,Barclays
11,,72_2491426018_Barclays,1859877603,OB,UCB,Close,Close,,Barclays
12,,68_2491426018_Barclays,1859877556,OB,UCB,Close,Close,,Barclays
13,,69_2491400083_Barclays,1859773003,OB,UCB,Close,Close,,Barclays
14,,74_2491400083_Barclays,1859773012,OB,UCB,Close,Close,,Barclays
15,,82_2491430289_Barclays,1860076086,OB,UCB,Close,Close,,Barclays
16,,68_2491400083_Barclays,1859772994,OB,UCB,Close,Close,,Barclays
17,,85_2491430086_Barclays,1859922781,OB,UCB,Close,Close,,Barclays
18,,73_2491400083_Barclays,1859772987,OB,UCB,Close,Close,,Barclays
19,,94_2491430314_Barclays,1860081085,OB,UCB,Close,Close,,Barclays
20,,71_2491430086_Barclays,1859922819,OB,UCB,Close,Close,,Barclays
21,,72_2491430086_Barclays,1859922844,OB,UCB,Close,Close,,Barclays
22,,69_2491426018_Barclays,1859877560,OB,UCB,Close,Close,,Barclays
23,,80_2491430086_Barclays,1859922772,OB,UCB,Close,Close,,Barclays
24,,73_2491426018_Barclays,1859877568,OB,UCB,Close,Close,,Barclays
25,,70_2491430086_Barclays,1859922813,OB,UCB,Close,Close,,Barclays
26,,70_2491400083_Barclays,1859772969,OB,UCB,Close,Close,,Barclays
27,,76_2491430086_Barclays,1859922779,OB,UCB,Close,Close,,Barclays
28,,100_2491430314_Barclays,1860081090,OB,UCB,Close,Close,,Barclays
29,,78_2491400083_Barclays,1859772973,OB,UCB,Close,Close,,Barclays
30,,103_2491430314_Barclays,1860081091,OB,UCB,Close,Close,,Barclays
31,,88_2491430086_Barclays,1859922761,OB,UCB,Close,Close,,Barclays
32,,70_2491400031_Barclays,1859744710,OB,UCB,Close,Close,,Barclays
