,Side0_UniqueIds,Side1_UniqueIds,BreakID,ViewData.Status,predicted status,predicted action,predicted category,predicted comment,first_non_null_breakid_in_breakid_columns
0,153_4551426010_Integrata,,1859876059,OB,UCB,Close,Close,,1859876059
1,151_4551426010_Integrata,,1859876066,OB,UCB,Close,Close,,1859876066
2,105_4551426010_Integrata,,1859876033,OB,UCB,Close,Close,,1859876033
3,28_4551430295_Integrata,,1860078172,OB,UCB,Close,Close,,1860078172
4,49_4551426010_Integrata,,1859876027,OB,UCB,Close,Close,,1859876027
5,80_4551426010_Integrata,,1859876138,OB,UCB,Close,Close,,1859876138
6,3_4551430295_Integrata,,1860078166,OB,UCB,Close,Close,,1860078166
7,33_4551430295_Integrata,,1860078188,OB,UCB,Close,Close,,1860078188
8,147_4551430295_Integrata,,1860078185,OB,UCB,Close,Close,,1860078185
9,109_4551426010_Integrata,,1859876143,OB,UCB,Close,Close,,1859876143
10,67_4551426010_Integrata,,1859876132,OB,UCB,Close,Close,,1859876132
11,7_4551430295_Integrata,,1860078177,OB,UCB,Close,Close,,1860078177
12,35_4551430295_Integrata,,1860078182,OB,UCB,Close,Close,,1860078182
13,111_4551426010_Integrata,,1859876139,OB,UCB,Close,Close,,1859876139
14,1_4551430048_Integrata,,1859897095,OB,UCB,Close,Close,,1859897095
15,1_4551430044_Integrata,,1859896252,OB,UCB,Close,Close,,1859896252
16,102_4551144082_Integrata,,1659707002,OB,UCB,Close,Close,,1659707002
17,101_4551144082_Integrata,,1659706999,OB,UCB,Close,Close,,1659706999
18,70_4551426010_Integrata,,1859876177,OB,UCB,Close,Close,,1859876177
19,60_4551426010_Integrata,,1859876172,OB,UCB,Close,Close,,1859876172
20,57_4551426010_Integrata,,1859876168,OB,UCB,Close,Close,,1859876168
21,54_4551426010_Integrata,,1859876151,OB,UCB,Close,Close,,1859876151
22,117_4551426010_Integrata,,1859876156,OB,UCB,Close,Close,,1859876156
23,131_4551426010_Integrata,,1859876164,OB,UCB,Close,Close,,1859876164
