,Side0_UniqueIds,Side1_UniqueIds,BreakID,ViewData.Status,predicted status,predicted action,predicted category,predicted comment,first_non_null_breakid_in_breakid_columns
0,101_4551144082_Integrata,,1659706999,OB,UCB,Close,Close,,1659706999
1,102_4551144082_Integrata,,1659707002,OB,UCB,Close,Close,,1659707002
2,4_4551464617_Integrata,,2086488710,OB,UCB,Close,Close,,2086488710
3,5_4551464617_Integrata,,2086488712,OB,UCB,Close,Close,,2086488712
4,7_4551470466_Integrata,,1860561363,OB,UCB,Close,Close,,1860561363
5,4_455922111_Integrata,,1367056768,OB,UCB,Close,Close,,1367056768
6,5_455922111_Integrata,,1367056769,OB,UCB,Close,Close,,1367056769
7,2_455922111_Integrata,,1367056764,OB,UCB,Close,Close,,1367056764
8,6_455922111_Integrata,,1367056765,OB,UCB,Close,Close,,1367056765
9,6_4551470468_Integrata,,1860561905,OB,UCB,Close,Close,,1860561905
10,6_4551470466_Integrata,,1860561359,OB,UCB,Close,Close,,1860561359
11,7_4551470468_Integrata,,1860561907,OB,UCB,Close,Close,,1860561907
12,,4_4551470468_CACEIS,1860561912,OB,UCB,Close,Close,,1860561912
13,,4_4551470466_CACEIS,1860561365,OB,UCB,Close,Close,,1860561365
14,,7_4551470468_CACEIS,1860561913,OB,UCB,Close,Close,,1860561913
15,,7_4551470466_CACEIS,1860561366,OB,UCB,Close,Close,,1860561366
16,,7_4551513573_CACEIS,1730270,OB,UCB,Close,Close,,1730270
17,,2_4551318931_CACEIS,1890812360,OB,UCB,Close,Close,,1890812360
18,,8_4551267661_CACEIS,1824870500,OB,UCB,Close,Close,,1824870500
19,,12_4551497264_CACEIS,2129731374,OB,UCB,Close,Close,,2129731374
20,,26_455658450_CACEIS,1002374597,OB,UCB,Close,Close,,1002374597
21,,24_455658450_CACEIS,1002374606,OB,UCB,Close,Close,,1002374606
22,7_4551122535_Integrata,"94_4551117124_CACEIS,93_4551117124_CACEIS","1631194828,1623224429,1623224424","['OB', 'OB', 'OB']",UMR,UMR,match,match,1631194828
23,"5_4551394628_Integrata,6_4551394628_Integrata,4_4551394628_Integrata,3_4551394628_Integrata,7_4551394628_Integrata",2_4551398589_CACEIS,"1997244526,1997244525,1997244527,1997244524,1997244529,2002008738","['OB', 'OB', 'OB', 'OB', 'OB', 'OB']",UMR,UMR,match,match,1997244526
24,3_4551460499_Integrata,,2080567637,OB,UCB,Close,Close,,2080567637
25,2_4551460499_Integrata,,2080567635,OB,UCB,Close,Close,,2080567635
26,9_4551464617_Integrata,,2086488715,OB,UCB,Close,Close,,2086488715
27,6_4551464617_Integrata,,2086488714,OB,UCB,Close,Close,,2086488714
28,10_4551460499_Integrata,,2080567633,OB,UCB,Close,Close,,2080567633
29,1_4551460499_Integrata,,2080567634,OB,UCB,Close,Close,,2080567634
30,7_4551203153_Integrata,,1737813339,OB,UCB,Close,Close,,1737813339
31,9_4551203153_Integrata,,1737813341,OB,UCB,Close,Close,,1737813341
32,6_4551203153_Integrata,,1737813326,OB,UCB,Close,Close,,1737813326
33,1_4551203153_Integrata,,1737813324,OB,UCB,Close,Close,,1737813324
34,3_4551203153_Integrata,,1737813331,OB,UCB,Close,Close,,1737813331
35,10_4551203153_Integrata,,1737813332,OB,UCB,Close,Close,,1737813332
36,,24_4551157661_CACEIS,1677770272,OB,UCB,Close,Close,,1677770272
37,,26_4551285256_CACEIS,1847792963,OB,UCB,Close,Close,,1847792963
38,,22_4551402499_CACEIS,2006719923,OB,UCB,Close,Close,,2006719923
39,,14_455914788_CACEIS,1356802610,OB,UCB,Close,Close,,1356802610
40,,25_4551285256_CACEIS,1847792960,OB,UCB,Close,Close,,1847792960
41,,24_4551402499_CACEIS,2006719929,OB,UCB,Close,Close,,2006719929
42,,15_455914788_CACEIS,1356802615,OB,UCB,Close,Close,,1356802615
43,,20_4551402499_CACEIS,2006719928,OB,UCB,Close,Close,,2006719928
44,,16_4551279353_CACEIS,1839901569,OB,UCB,Close,Close,,1839901569
45,,19_4551285256_CACEIS,1847792958,OB,UCB,Close,Close,,1847792958
46,,9_4551402499_CACEIS,2006719922,OB,UCB,Close,Close,,2006719922
47,,17_4551279353_CACEIS,1839901571,OB,UCB,Close,Close,,1839901571
48,,21_4551402499_CACEIS,2006719920,OB,UCB,Close,Close,,2006719920
49,,6_4551157661_CACEIS,1677770259,OB,UCB,Close,Close,,1677770259
50,,17_4551285256_CACEIS,1847792954,OB,UCB,Close,Close,,1847792954
51,,13_4551402499_CACEIS,2006719926,OB,UCB,Close,Close,,2006719926
52,11_4551470468_Integrata,,1860561879,CNF,OB,No-pair,proceeds,Caceis booked the proceeds for SD 09-02-2021. Integrata yet to book,1860561879
53,12_4551470468_Integrata,,1860561882,CNF,OB,No-pair,proceeds,Caceis booked the proceeds for SD 09-02-2021. Integrata yet to book,1860561882
54,14_4551470468_Integrata,,1860561881,CNF,OB,No-pair,proceeds,Caceis booked the proceeds for SD 09-02-2021. Integrata yet to book,1860561881
55,13_4551470468_Integrata,,1860561880,CNF,OB,No-pair,proceeds,Caceis booked the proceeds for SD 09-02-2021. Integrata yet to book,1860561880
56,16_4551470468_Integrata,,1860561884,CNF,OB,No-pair,proceeds,Caceis booked the proceeds for SD 09-02-2021. Integrata yet to book,1860561884
57,15_4551470468_Integrata,,1860561883,CNF,OB,No-pair,proceeds,Caceis booked the proceeds for SD 09-02-2021. Integrata yet to book,1860561883
58,,6_4551506468_CACEIS,1860561894,SPM,OB,No-pair,proceeds,Caceis booked the proceeds for SD 09-02-2021. Integrata yet to book,1860561894
59,1_4551470468_Integrata,,1860561902,SPM,OB,No-pair,proceeds,Caceis booked the proceeds for SD 09-02-2021. Integrata yet to book,1860561902
60,2_4551470468_Integrata,,1860561899,SPM,OB,No-pair,proceeds,Caceis booked the proceeds for SD 09-02-2021. Integrata yet to book,1860561899
61,3_4551470468_Integrata,,1860561896,SPM,OB,No-pair,proceeds,Caceis booked the proceeds for SD 09-02-2021. Integrata yet to book,1860561896
62,1_4551470466_Integrata,,1860561904,SPM,OB,No-pair,proceeds,Caceis booked the proceeds for SD 09-02-2021. Integrata yet to book,1860561904
63,2_4551470466_Integrata,,1860561897,SPM,OB,No-pair,proceeds,Caceis booked the proceeds for SD 09-02-2021. Integrata yet to book,1860561897
64,3_4551470466_Integrata,,1860561903,SPM,OB,No-pair,proceeds,Caceis booked the proceeds for SD 09-02-2021. Integrata yet to book,1860561903
65,16_4551470466_Integrata,,1860561901,SPM,OB,No-pair,proceeds,Caceis booked the proceeds for SD 09-02-2021. Integrata yet to book,1860561901
66,13_4551470466_Integrata,,1860561900,SPM,OB,No-pair,proceeds,Caceis booked the proceeds for SD 09-02-2021. Integrata yet to book,1860561900
67,14_4551470466_Integrata,,1860561898,SPM,OB,No-pair,proceeds,Caceis booked the proceeds for SD 09-02-2021. Integrata yet to book,1860561898
68,20_4551470466_Integrata,,1860561891,OB,OB,No-pair,proceeds,Caceis booked the proceeds for SD 09-08-2021. Integrata yet to book,1860561891
69,20_4551513573_Integrata,,1860561892,OB,OB,No-pair,proceeds,Caceis booked the proceeds for SD 09-08-2021. Integrata yet to book,1860561892
70,20_4551470468_Integrata,,1860561893,OB,OB,No-pair,proceeds,Caceis booked the proceeds for SD 09-08-2021. Integrata yet to book,1860561893
71,1_455585083_Integrata,,874262391,OB,OB,No-pair,wire transfer,Caceis booked the subscription for SD 10-10-2019. Integrata yet to book,874262391
72,15_455869788_Integrata,,1296136090,OB,OB,No-pair,foreign exchange,Caceis booked the foreign exchange for SD 05-21-2020. Integrata yet to book,1296136090
73,5_4551417911_Integrata,,2027240609,OB,OB,No-pair,foreign exchange,Caceis booked the foreign exchange for SD 07-01-2021. Integrata yet to book,2027240609
74,5_455878037_Integrata,,1307184505,OB,OB,No-pair,foreign exchange,Caceis booked the Net Sub/Red for SD 05-28-2020. Integrata yet to book,1307184505
75,12_455824379_Integrata,,1237534489,OB,OB,No-pair,foreign exchange,Caceis booked the Net Sub/Red for SD 04-16-2020. Integrata yet to book,1237534489
76,12_455398426_Integrata,,576029812,OB,OB,No-pair,foreign exchange,Caceis booked the Net Sub/Red for SD 05-09-2019. Integrata yet to book,576029812
77,3_455585083_Integrata,,874262406,OB,OB,No-pair,foreign exchange,Caceis booked the Net Sub/Red for SD 10-10-2019. Integrata yet to book,874262406
78,8_455434670_Integrata,,626506543,OB,OB,No-pair,proceeds,Caceis booked the proceeds for SD 06-10-2019. Integrata yet to book,626506543
79,1_455861467_Integrata,,1285501541,OB,OB,No-pair,foreign exchange,Caceis booked the foreign exchange for SD 05-14-2020. Integrata yet to book,1285501541
80,3_455952085_Integrata,,1407030021,OB,OB,No-pair,foreign exchange,Caceis booked the foreign exchange for SD 07-23-2020. Integrata yet to book,1407030021
81,4_455961594_Integrata,,1419470968,OB,OB,No-pair,foreign exchange,Caceis booked the foreign exchange for SD 07-30-2020. Integrata yet to book,1419470968
82,3_455709628_Integrata,,1085770886,OB,OB,No-pair,foreign exchange,Caceis booked the foreign exchange for SD 01-17-2020. Integrata yet to book,1085770886
83,20_455851677_Integrata,,1272856268,OB,OB,No-pair,foreign exchange,Caceis booked the Net Sub/Red for SD 05-07-2020. Integrata yet to book,1272856268
84,2_4551037369_Integrata,,1518452129,OB,OB,No-pair,foreign exchange,Caceis booked the foreign exchange for SD 09-24-2020. Integrata yet to book,1518452129
85,7_344898_Integrata,,496360330,OB,OB,No-pair,foreign exchange,Caceis booked the foreign exchange for SD 03-26-2019. Integrata yet to book,496360330
86,6_455734639_Integrata,,1118103067,OB,OB,No-pair,foreign exchange,Caceis booked the Net Sub/Red for SD 02-06-2020. Integrata yet to book,1118103067
87,3_4551341492_Integrata,,1922960757,OB,OB,No-pair,foreign exchange,Caceis booked the foreign exchange for SD 05-06-2021. Integrata yet to book,1922960757
88,6_455480096_Integrata,,697847473,OB,OB,No-pair,foreign exchange,Caceis booked the Net Sub/Red for SD 07-18-2019. Integrata yet to book,697847473
89,2_455896330_Integrata,,1332271835,OB,OB,No-pair,wire transfer,Caceis booked the subscription for SD 06-11-2020. Integrata yet to book,1332271835
90,160_4551427001_Integrata,,2037990832,OB,OB,No-pair,foreign exchange,Caceis booked the Net Sub/Red for SD 07-08-2021. Integrata yet to book,2037990832
91,6_4551436806_Integrata,,2049885727,OB,OB,No-pair,foreign exchange,Caceis booked the foreign exchange for SD 07-15-2021. Integrata yet to book,2049885727
92,9_455761196_Integrata,,1154270078,OB,OB,No-pair,foreign exchange,Caceis booked the Net Sub/Red for SD 02-27-2020. Integrata yet to book,1154270078
93,13_455725302_Integrata,,1105491795,OB,OB,No-pair,foreign exchange,Caceis booked the foreign exchange for SD 01-30-2020. Integrata yet to book,1105491795
94,11_455716646_Integrata,,1094282294,OB,OB,No-pair,foreign exchange,Caceis booked the Net Sub/Red for SD 01-23-2020. Integrata yet to book,1094282294
95,3_4551123972_Integrata,,1632880230,OB,OB,No-pair,wire transfer,Caceis booked the subscription for SD 11-26-2020. Integrata yet to book,1632880230
96,16_455725302_Integrata,,1105491797,OB,OB,No-pair,wire transfer,Caceis booked the subscription for SD 01-30-2020. Integrata yet to book,1105491797
97,5_455779682_Integrata,,1179968817,OB,OB,No-pair,foreign exchange,Caceis booked the foreign exchange for SD 03-12-2020. Integrata yet to book,1179968817
98,17_455639505_Integrata,,967749759,OB,OB,No-pair,foreign exchange,Caceis booked the Net Sub/Red for SD 11-21-2019. Integrata yet to book,967749759
99,4_455788772_Integrata,,1191824873,OB,OB,No-pair,foreign exchange,Caceis booked the foreign exchange for SD 03-19-2020. Integrata yet to book,1191824873
100,5_4551085502_Integrata,,1581818044,OB,OB,No-pair,proceeds,Caceis booked the proceeds for SD 10-27-2020. Integrata yet to book,1581818044
101,5_455923571_Integrata,,1369374365,OB,OB,No-pair,foreign exchange,Caceis booked the Net Sub/Red for SD 07-02-2020. Integrata yet to book,1369374365
102,68_4551085502_Integrata,,1581818046,OB,OB,No-pair,proceeds,Caceis booked the proceeds for SD 10-27-2020. Integrata yet to book,1581818046
103,1_455575944_Integrata,,858396493,OB,OB,No-pair,wire transfer,Caceis booked the subscription for SD 10-03-2019. Integrata yet to book,858396493
104,3_455806818_Integrata,,1215188700,OB,OB,No-pair,foreign exchange,Caceis booked the foreign exchange for SD 04-02-2020. Integrata yet to book,1215188700
105,4_4551222350_Integrata,,1765090324,OB,OB,No-pair,foreign exchange,Caceis booked the AUM plug for SD 02-05-2021. Integrata yet to book,1765090324
106,2_4551203153_Integrata,,1737813327,OB,OB,No-pair,foreign exchange,Caceis booked the AUM plug for SD 01-21-2021. Integrata yet to book,1737813327
107,52_4551085502_Integrata,,1581818039,OB,OB,No-pair,proceeds,Caceis booked the proceeds for SD 10-27-2020. Integrata yet to book,1581818039
108,6_4551057246_Integrata,,1544059582,OB,OB,No-pair,foreign exchange,Caceis booked the Net Sub/Red for SD 10-08-2020. Integrata yet to book,1544059582
109,7_4551027802_Integrata,,1505684978,OB,OB,No-pair,wire transfer,Caceis booked the subscription for SD 09-17-2020. Integrata yet to book,1505684978
110,1_4551275432_Integrata,,1835072455,OB,OB,No-pair,foreign exchange,Caceis booked the AUM plug for SD 03-17-2021. Integrata yet to book,1835072455
111,2_4551484517_Integrata,,2113672975,OB,OB,No-pair,foreign exchange,Caceis booked the AUM plug for SD 08-17-2021. Integrata yet to book,2113672975
112,1_4551271705_Integrata,,1830184037,OB,OB,No-pair,foreign exchange,Caceis booked the AUM plug for SD 03-15-2021. Integrata yet to book,1830184037
113,14_455506286_Integrata,,741867046,OB,OB,No-pair,foreign exchange,Caceis booked the Net Sub/Red for SD 08-08-2019. Integrata yet to book,741867046
