,Side0_UniqueIds,Side1_UniqueIds,BreakID,ViewData.Status,predicted status,predicted action,predicted category,predicted comment,custodian_val_to_use_comgen
0,158_2491400077_Integrata,,1859771699,OB,UCB,Close,Close,,Goldman Sachs
1,158_2491400070_Integrata,,1859770188,OB,UCB,Close,Close,,Goldman Sachs
2,159_2491400070_Integrata,,1859771616,OB,UCB,Close,Close,,Goldman Sachs
3,159_2491400077_Integrata,,1859771617,OB,UCB,Close,Close,,Goldman Sachs
4,,214_2491426012_Goldman Sachs,1859876905,OB,UCB,Close,Close,,Goldman Sachs
5,,212_2491426012_Goldman Sachs,1859876601,OB,UCB,Close,Close,,Goldman Sachs
6,,215_2491426012_Goldman Sachs,1859876602,OB,UCB,Close,Close,,Goldman Sachs
7,,210_2491426012_Goldman Sachs,1859876913,OB,UCB,Close,Close,,Goldman Sachs
8,,208_2491426012_Goldman Sachs,1859876603,OB,UCB,Close,Close,,Goldman Sachs
9,,209_2491426012_Goldman Sachs,1859876904,OB,UCB,Close,Close,,Goldman Sachs
10,,207_2491426012_Goldman Sachs,1859876604,OB,UCB,Close,Close,,Goldman Sachs
11,,218_2491426012_Goldman Sachs,1859876920,OB,UCB,Close,Close,,Goldman Sachs
12,,216_2491426012_Goldman Sachs,1859876600,OB,UCB,Close,Close,,Goldman Sachs
13,,211_2491426012_Goldman Sachs,1859876599,OB,UCB,Close,Close,,Goldman Sachs
14,,213_2491426012_Goldman Sachs,1859876914,OB,UCB,Close,Close,,Goldman Sachs
15,70_2491380301_Integrata,,1859622223,OB,UCB,Close,Close,,Goldman Sachs
16,,217_2491426012_Goldman Sachs,1859876911,OB,UCB,Close,Close,,Goldman Sachs
17,70_2491380309_Integrata,,1859622599,OB,UCB,Close,Close,,Goldman Sachs
18,66_2491380309_Integrata,,1859622585,OB,UCB,Close,Close,,Goldman Sachs
19,66_2491380301_Integrata,,1859622220,OB,UCB,Close,Close,,Goldman Sachs
20,66_2491400026_Integrata,,1859744321,OB,UCB,Close,Close,,Goldman Sachs
21,68_2491380301_Integrata,,1859622232,OB,UCB,Close,Close,,Goldman Sachs
22,69_2491380309_Integrata,,1859622590,OB,UCB,Close,Close,,Goldman Sachs
23,68_2491380309_Integrata,,1859622591,OB,UCB,Close,Close,,Goldman Sachs
24,69_2491380301_Integrata,,1859622221,OB,UCB,Close,Close,,Goldman Sachs
25,68_2491400026_Integrata,,1859744313,OB,UCB,Close,Close,,Goldman Sachs
26,69_2491400026_Integrata,,1859744331,OB,UCB,Close,Close,,Goldman Sachs
27,71_2491380301_Integrata,,1859622235,OB,UCB,Close,Close,,Goldman Sachs
28,71_2491400026_Integrata,,1859744320,OB,UCB,Close,Close,,Goldman Sachs
29,71_2491380309_Integrata,,1859622600,OB,UCB,Close,Close,,Goldman Sachs
30,67_2491380301_Integrata,,1859622244,OB,UCB,Close,Close,,Goldman Sachs
31,67_2491400026_Integrata,,1859744329,OB,UCB,Close,Close,,Goldman Sachs
32,67_2491380309_Integrata,,1859622574,OB,UCB,Close,Close,,Goldman Sachs
33,70_2491400026_Integrata,,1859744308,OB,UCB,Close,Close,,Goldman Sachs
34,160_2491400077_Integrata,,1859771708,OB,UCB,Close,Close,,Goldman Sachs
35,160_2491400070_Integrata,,1859770205,OB,UCB,Close,Close,,Goldman Sachs
36,161_2491400070_Integrata,,1859770196,OB,UCB,Close,Close,,Goldman Sachs
37,161_2491400077_Integrata,,1859771692,OB,UCB,Close,Close,,Goldman Sachs
38,,670_2491400070_Goldman Sachs,1859770123,OB,UCB,Close,Close,,Goldman Sachs
39,,670_2491400077_Goldman Sachs,1859771857,OB,UCB,Close,Close,,Goldman Sachs
40,,671_2491400077_Goldman Sachs,1859771864,OB,UCB,Close,Close,,Goldman Sachs
41,,671_2491400070_Goldman Sachs,1859770132,OB,UCB,Close,Close,,Goldman Sachs
42,,776_2491400070_Goldman Sachs,1859770158,OB,UCB,Close,Close,,Goldman Sachs
43,,776_2491400077_Goldman Sachs,1859771846,OB,UCB,Close,Close,,Goldman Sachs
44,,803_2491400077_Goldman Sachs,1859771838,OB,UCB,Close,Close,,Goldman Sachs
45,,803_2491400070_Goldman Sachs,1859770137,OB,UCB,Close,Close,,Goldman Sachs
46,,295_2491380301_Goldman Sachs,1859622119,OB,UCB,Close,Close,,Goldman Sachs
47,,295_2491380309_Goldman Sachs,1859622665,OB,UCB,Close,Close,,Goldman Sachs
48,,295_2491400026_Goldman Sachs,1859744245,OB,UCB,Close,Close,,Goldman Sachs
49,,281_2491380309_Goldman Sachs,1859622659,OB,UCB,Close,Close,,Goldman Sachs
50,,281_2491380301_Goldman Sachs,1859622129,OB,UCB,Close,Close,,Goldman Sachs
51,,281_2491400026_Goldman Sachs,1859744253,OB,UCB,Close,Close,,Goldman Sachs
52,,241_2491426012_Goldman Sachs,1859876988,OB,UCB,Close,Close,,Goldman Sachs
53,,227_2491426012_Goldman Sachs,1859876997,OB,UCB,Close,Close,,Goldman Sachs
54,,647_2491400077_Goldman Sachs,1859771859,OB,UCB,Close,Close,,Goldman Sachs
55,,647_2491400070_Goldman Sachs,1859770242,OB,UCB,Close,Close,,Goldman Sachs
56,,629_2491400077_Goldman Sachs,1859771868,OB,UCB,Close,Close,,Goldman Sachs
57,,629_2491400070_Goldman Sachs,1859770234,OB,UCB,Close,Close,,Goldman Sachs
58,,778_2491400077_Goldman Sachs,1859772245,OB,UCB,Close,Close,,Goldman Sachs
59,,778_2491400070_Goldman Sachs,1859770357,OB,UCB,Close,Close,,Goldman Sachs
60,,673_2491400077_Goldman Sachs,1859772251,OB,UCB,Close,Close,,Goldman Sachs
61,,673_2491400070_Goldman Sachs,1859770302,OB,UCB,Close,Close,,Goldman Sachs
62,,261_2491426012_Goldman Sachs,1859877017,OB,UCB,Close,Close,,Goldman Sachs
63,,262_2491426012_Goldman Sachs,1859877025,OB,UCB,Close,Close,,Goldman Sachs
64,,163_2491380309_Goldman Sachs,1859622737,OB,UCB,Close,Close,,Goldman Sachs
65,,163_2491400026_Goldman Sachs,1859744335,OB,UCB,Close,Close,,Goldman Sachs
