,Side0_UniqueIds,Side1_UniqueIds,BreakID,ViewData.Status,predicted status,predicted action,predicted category,predicted comment,first_non_null_breakid_in_breakid_columns
0,20_4551470466_Integrata,,1860561351,OB,UCB,Close,Close,,1860561351
1,20_4551513573_Integrata,,1860561352,OB,UCB,Close,Close,,1860561352
2,101_4551144082_Integrata,,1659706999,OB,UCB,Close,Close,,1659706999
3,102_4551144082_Integrata,,1659707002,OB,UCB,Close,Close,,1659707002
4,4_4551464617_Integrata,,2086488710,OB,UCB,Close,Close,,2086488710
5,5_4551464617_Integrata,,2086488712,OB,UCB,Close,Close,,2086488712
6,4_4551513573_Integrata,,1730268,OB,UCB,Close,Close,,1730268
7,5_455922111_Integrata,,1367056769,OB,UCB,Close,Close,,1367056769
8,4_455922111_Integrata,,1367056768,OB,UCB,Close,Close,,1367056768
9,2_455922111_Integrata,,1367056764,OB,UCB,Close,Close,,1367056764
10,6_455922111_Integrata,,1367056765,OB,UCB,Close,Close,,1367056765
11,4_4551470466_Integrata,,1860561358,OB,UCB,Close,Close,,1860561358
12,8_4551470466_Integrata,,1860561361,OB,UCB,Close,Close,,1860561361
13,8_4551513573_Integrata,,1730271,OB,UCB,Close,Close,,1730271
14,,2_4551318931_CACEIS,1890812360,OB,UCB,Close,Close,,1890812360
15,,8_4551267661_CACEIS,1824870500,OB,UCB,Close,Close,,1824870500
16,,26_455658450_CACEIS,1002374597,OB,UCB,Close,Close,,1002374597
17,,24_455658450_CACEIS,1002374606,OB,UCB,Close,Close,,1002374606
18,7_4551122535_Integrata,"94_4551117124_CACEIS,93_4551117124_CACEIS","1631194828,1623224429,1623224424","['OB', 'OB', 'OB']",UMR,UMR,match,match,1631194828
19,"5_4551394628_Integrata,7_4551394628_Integrata,6_4551394628_Integrata,4_4551394628_Integrata,3_4551394628_Integrata",2_4551398589_CACEIS,"1997244526,1997244529,1997244525,1997244527,1997244524,2002008738","['OB', 'OB', 'OB', 'OB', 'OB', 'OB']",UMR,UMR,match,match,1997244526
20,6_4551203153_Integrata,,1737813326,OB,UCB,Close,Close,,1737813326
21,1_4551203153_Integrata,,1737813324,OB,UCB,Close,Close,,1737813324
22,7_4551203153_Integrata,,1737813339,OB,UCB,Close,Close,,1737813339
23,9_4551203153_Integrata,,1737813341,OB,UCB,Close,Close,,1737813341
24,6_4551464617_Integrata,,2086488714,OB,UCB,Close,Close,,2086488714
25,9_4551464617_Integrata,,2086488715,OB,UCB,Close,Close,,2086488715
26,2_4551460499_Integrata,,2080567635,OB,UCB,Close,Close,,2080567635
27,3_4551460499_Integrata,,2080567637,OB,UCB,Close,Close,,2080567637
28,10_4551203153_Integrata,,1737813332,OB,UCB,Close,Close,,1737813332
29,3_4551203153_Integrata,,1737813331,OB,UCB,Close,Close,,1737813331
30,1_4551460499_Integrata,,2080567634,OB,UCB,Close,Close,,2080567634
31,10_4551460499_Integrata,,2080567633,OB,UCB,Close,Close,,2080567633
32,,7_4551470466_CACEIS,1860561366,OB,UCB,Close,Close,,1860561366
33,,7_4551513573_CACEIS,1730270,OB,UCB,Close,Close,,1730270
34,,6_4551157661_CACEIS,1677770259,OB,UCB,Close,Close,,1677770259
35,,17_4551285256_CACEIS,1847792954,OB,UCB,Close,Close,,1847792954
36,,13_4551402499_CACEIS,2006719926,OB,UCB,Close,Close,,2006719926
37,,19_4551285256_CACEIS,1847792958,OB,UCB,Close,Close,,1847792958
38,,9_4551402499_CACEIS,2006719922,OB,UCB,Close,Close,,2006719922
39,,14_455914788_CACEIS,1356802610,OB,UCB,Close,Close,,1356802610
40,,17_4551279353_CACEIS,1839901571,OB,UCB,Close,Close,,1839901571
41,,21_4551402499_CACEIS,2006719920,OB,UCB,Close,Close,,2006719920
42,,15_455914788_CACEIS,1356802615,OB,UCB,Close,Close,,1356802615
43,,24_4551157661_CACEIS,1677770272,OB,UCB,Close,Close,,1677770272
44,,26_4551285256_CACEIS,1847792963,OB,UCB,Close,Close,,1847792963
45,,22_4551402499_CACEIS,2006719923,OB,UCB,Close,Close,,2006719923
46,,24_4551402499_CACEIS,2006719929,OB,UCB,Close,Close,,2006719929
47,,25_4551285256_CACEIS,1847792960,OB,UCB,Close,Close,,1847792960
48,,20_4551402499_CACEIS,2006719928,OB,UCB,Close,Close,,2006719928
49,,16_4551279353_CACEIS,1839901569,OB,UCB,Close,Close,,1839901569
50,11_4551470466_Integrata,,1860561339,CNF,OB,No-pair,proceeds,Caceis booked the proceeds for SD 09-02-2021. Integrata yet to book,1860561339
