,Side0_UniqueIds,Side1_UniqueIds,BreakID,ViewData.Status,predicted status,predicted action,predicted category,predicted comment,first_non_null_breakid_in_breakid_columns
0,20_4551412788_Integrata,,1859871924,CMF,UCB,Close,Close,,1859871924
1,31_4551412788_Integrata,,1859871929,CMF,UCB,Close,Close,,1859871929
2,89_4551412788_Integrata,,1859871941,CMF,UCB,Close,Close,,1859871941
3,86_4551412788_Integrata,,1859871949,CMF,UCB,Close,Close,,1859871949
4,49_4551412788_Integrata,,1859871942,CMF,UCB,Close,Close,,1859871942
5,105_4551412788_Integrata,,1859871954,CMF,UCB,Close,Close,,1859871954
6,90_4551412788_Integrata,,1859871948,CMF,UCB,Close,Close,,1859871948
7,140_4551412788_Integrata,,1859871957,CMF,UCB,Close,Close,,1859871957
8,50_4551412788_Integrata,,1859871951,CMF,UCB,Close,Close,,1859871951
9,51_4551412788_Integrata,,1859871959,CMF,UCB,Close,Close,,1859871959
10,126_4551412788_Integrata,,1859871983,CMF,UCB,Close,Close,,1859871983
11,115_4551412788_Integrata,,1859871990,CMF,UCB,Close,Close,,1859871990
12,136_4551412788_Integrata,,1859871986,CMF,UCB,Close,Close,,1859871986
13,139_4551412788_Integrata,,1859871995,CMF,UCB,Close,Close,,1859871995
14,121_4551412788_Integrata,,1859871996,CMF,UCB,Close,Close,,1859871996
15,147_4551412788_Integrata,,1859872005,CMF,UCB,Close,Close,,1859872005
16,153_4551412788_Integrata,,1859872003,CMF,UCB,Close,Close,,1859872003
17,151_4551412788_Integrata,,1859872010,CMF,UCB,Close,Close,,1859872010
18,17_4551380310_Integrata,,1859622799,OB,UCB,Close,Close,,1859622799
19,9_4551380310_Integrata,,1859622797,OB,UCB,Close,Close,,1859622797
20,36_4551380310_Integrata,,1859622755,OB,UCB,Close,Close,,1859622755
21,33_4551380310_Integrata,,1859622761,OB,UCB,Close,Close,,1859622761
22,35_4551380310_Integrata,,1859622757,OB,UCB,Close,Close,,1859622757
23,29_4551380310_Integrata,,1859622762,OB,UCB,Close,Close,,1859622762
24,32_4551380310_Integrata,,1859622754,OB,UCB,Close,Close,,1859622754
