,Side0_UniqueIds,Side1_UniqueIds,BreakID,ViewData.Status,predicted status,predicted action,predicted category,predicted comment,custodian_val_to_use_comgen
0,,159_2491443683_UBS,2058655904,OB,UCB,Close,Close,,UBS
1,,186_2491238233_UBS,1787477081,OB,UCB,Close,Close,,UBS
2,,242_2491196372_UBS,1729611507,OB,UCB,Close,Close,,UBS
3,,161_2491156763_UBS,1677285639,OB,UCB,Close,Close,,UBS
4,,171_2491357765_UBS,1947006083,OB,UCB,Close,Close,,UBS
5,,100_249751014_UBS,1139539514,OB,UCB,Close,Close,,UBS
6,,75_249987817_UBS,1453049486,OB,UCB,Close,Close,,UBS
7,,183_2491276790_UBS,1837024350,OB,UCB,Close,Close,,UBS
8,,238_249947534_UBS,1401786064,OB,UCB,Close,Close,,UBS
9,,220_2491402505_UBS,2006721615,OB,UCB,Close,Close,,UBS
10,,137_249788078_UBS,1191199782,OB,UCB,Close,Close,,UBS
11,,174_2491114307_UBS,1620407396,OB,UCB,Close,Close,,UBS
12,,134_249987817_UBS,1453049489,OB,UCB,Close,Close,,UBS
13,,167_2491357765_UBS,1947006081,OB,UCB,Close,Close,,UBS
14,,117_2491403450_UBS,2008157589,OB,UCB,Close,Close,,UBS
15,,98_249751014_UBS,1139539515,OB,UCB,Close,Close,,UBS
16,,109_2491156763_UBS,1677285635,OB,UCB,Close,Close,,UBS
17,,38_249788078_UBS,1191199776,OB,UCB,Close,Close,,UBS
18,,149_2491274656_UBS,1834529764,OB,UCB,Close,Close,,UBS
19,,163_2491156763_UBS,1677285640,OB,UCB,Close,Close,,UBS
20,,222_2491402505_UBS,2006721619,OB,UCB,Close,Close,,UBS
21,,167_249831032_UBS,1246012730,OB,UCB,Close,Close,,UBS
22,,185_2491276790_UBS,1837024351,OB,UCB,Close,Close,,UBS
23,,187_2491320026_UBS,1892570163,OB,UCB,Close,Close,,UBS
24,,132_249987817_UBS,1453049488,OB,UCB,Close,Close,,UBS
25,,166_2491357765_UBS,1947006080,OB,UCB,Close,Close,,UBS
26,,200_2491030952_UBS,1510371606,OB,UCB,Close,Close,,UBS
27,,79_2491290069_UBS,1854343913,OB,UCB,Close,Close,,UBS
28,,240_2491196372_UBS,1729611502,OB,UCB,Close,Close,,UBS
29,,169_2491357765_UBS,1947006082,OB,UCB,Close,Close,,UBS
30,,130_249987817_UBS,1453049490,OB,UCB,Close,Close,,UBS
31,,166_2491073282_UBS,1566187565,OB,UCB,Close,Close,,UBS
32,,185_2491320026_UBS,1892570162,OB,UCB,Close,Close,,UBS
33,,161_2491443683_UBS,2058655905,OB,UCB,Close,Close,,UBS
34,,188_2491238233_UBS,1787477082,OB,UCB,Close,Close,,UBS
35,,176_2491114307_UBS,1620407392,OB,UCB,Close,Close,,UBS
36,,164_2491073282_UBS,1566187563,OB,UCB,Close,Close,,UBS
37,,169_249831032_UBS,1246012736,OB,UCB,Close,Close,,UBS
38,,67_2491340659_UBS,1922304582,OB,UCB,Close,Close,,UBS
39,,159_2491156763_UBS,1677285638,OB,UCB,Close,Close,,UBS
40,,181_2491276790_UBS,1837024349,OB,UCB,Close,Close,,UBS
41,,198_2491030952_UBS,1510371605,OB,UCB,Close,Close,,UBS
42,,110_2491344476_UBS,1927388766,OB,UCB,Close,Close,,UBS
43,,240_249947534_UBS,1401786069,OB,UCB,Close,Close,,UBS
44,,99_249751014_UBS,1139539527,OB,UCB,Close,Close,,UBS
45,,158_2491156763_UBS,1677285789,OB,UCB,Close,Close,,UBS
46,,175_2491114307_UBS,1620407465,OB,UCB,Close,Close,,UBS
47,,239_249947534_UBS,1401786176,OB,UCB,Close,Close,,UBS
48,,74_249987817_UBS,1453049542,OB,UCB,Close,Close,,UBS
49,,39_249788078_UBS,1191199970,OB,UCB,Close,Close,,UBS
50,,167_2491073282_UBS,1566187612,OB,UCB,Close,Close,,UBS
51,,162_2491443683_UBS,2058656044,OB,UCB,Close,Close,,UBS
52,,111_2491156763_UBS,1677285735,OB,UCB,Close,Close,,UBS
53,,223_2491402505_UBS,2006721711,OB,UCB,Close,Close,,UBS
54,,101_249751014_UBS,1139539517,OB,UCB,Close,Close,,UBS
55,,118_2491403450_UBS,2008157644,OB,UCB,Close,Close,,UBS
56,,221_2491402505_UBS,2006721707,OB,UCB,Close,Close,,UBS
57,,184_2491276790_UBS,1837024438,OB,UCB,Close,Close,,UBS
58,,136_249788078_UBS,1191200002,OB,UCB,Close,Close,,UBS
59,,243_2491196372_UBS,1729611593,OB,UCB,Close,Close,,UBS
