,Side0_UniqueIds,Side1_UniqueIds,BreakID,ViewData.Status,predicted status,predicted action,predicted category,predicted comment,custodian_val_to_use_comgen
0,100_2491400081_Integrata,,1859772815,OB,UCB,Close,Close,,UBS
1,100_2491400067_Integrata,,1859769598,OB,UCB,Close,Close,,UBS
2,44_2491400081_Integrata,,1859772797,OB,UCB,Close,Close,,UBS
3,44_2491400067_Integrata,,1859769610,OB,UCB,Close,Close,,UBS
4,3_2491400067_Integrata,,1859769354,OB,UCB,Close,Close,,UBS
5,3_2491400081_Integrata,,1859772553,OB,UCB,Close,Close,,UBS
6,,234_2491400067_UBS,1859769360,OB,UCB,Close,Close,,UBS
7,,234_2491400081_UBS,1859772574,OB,UCB,Close,Close,,UBS
8,,226_2491400067_UBS,1859769621,OB,UCB,Close,Close,,UBS
9,,76_2491400067_UBS,1859769613,OB,UCB,Close,Close,,UBS
10,,195_2491400081_UBS,1859772554,OB,UCB,Close,Close,,UBS
11,,76_2491400081_UBS,1859772826,OB,UCB,Close,Close,,UBS
12,,180_2491400067_UBS,1859769623,OB,UCB,Close,Close,,UBS
13,,180_2491400081_UBS,1859772807,OB,UCB,Close,Close,,UBS
14,,195_2491400067_UBS,1859769359,OB,UCB,Close,Close,,UBS
15,,178_2491400067_UBS,1859769604,OB,UCB,Close,Close,,UBS
16,,178_2491400081_UBS,1859772830,OB,UCB,Close,Close,,UBS
17,,202_2491400081_UBS,1859772567,OB,UCB,Close,Close,,UBS
18,,202_2491400067_UBS,1859769367,OB,UCB,Close,Close,,UBS
19,,179_2491400067_UBS,1859769611,OB,UCB,Close,Close,,UBS
20,,179_2491400081_UBS,1859772804,OB,UCB,Close,Close,,UBS
21,,235_2491400081_UBS,1859772570,OB,UCB,Close,Close,,UBS
22,,235_2491400067_UBS,1859769365,OB,UCB,Close,Close,,UBS
23,,87_2491400081_UBS,1859772562,OB,UCB,Close,Close,,UBS
24,,87_2491400067_UBS,1859769364,OB,UCB,Close,Close,,UBS
25,,80_2491400067_UBS,1859769356,OB,UCB,Close,Close,,UBS
26,,83_2491400067_UBS,1859769362,OB,UCB,Close,Close,,UBS
27,,80_2491400081_UBS,1859772555,OB,UCB,Close,Close,,UBS
28,,237_2491400067_UBS,1859769376,OB,UCB,Close,Close,,UBS
29,,237_2491400081_UBS,1859772575,OB,UCB,Close,Close,,UBS
30,,83_2491400081_UBS,1859772565,OB,UCB,Close,Close,,UBS
31,,71_2491400067_UBS,1859769602,OB,UCB,Close,Close,,UBS
32,,86_2491400081_UBS,1859772556,OB,UCB,Close,Close,,UBS
33,,71_2491400081_UBS,1859772806,OB,UCB,Close,Close,,UBS
34,,86_2491400067_UBS,1859769357,OB,UCB,Close,Close,,UBS
35,,82_2491400067_UBS,1859769355,OB,UCB,Close,Close,,UBS
36,,82_2491400081_UBS,1859772557,OB,UCB,Close,Close,,UBS
37,,199_2491400081_UBS,1859772573,OB,UCB,Close,Close,,UBS
38,,199_2491400067_UBS,1859769371,OB,UCB,Close,Close,,UBS
39,,236_2491400081_UBS,1859772569,OB,UCB,Close,Close,,UBS
40,,236_2491400067_UBS,1859769372,OB,UCB,Close,Close,,UBS
41,,73_2491400067_UBS,1859769615,OB,UCB,Close,Close,,UBS
42,,84_2491400067_UBS,1859769358,OB,UCB,Close,Close,,UBS
43,,73_2491400081_UBS,1859772810,OB,UCB,Close,Close,,UBS
44,,84_2491400081_UBS,1859772558,OB,UCB,Close,Close,,UBS
45,,197_2491400067_UBS,1859769368,OB,UCB,Close,Close,,UBS
46,,197_2491400081_UBS,1859772559,OB,UCB,Close,Close,,UBS
47,,231_2491400067_UBS,1859769633,OB,UCB,Close,Close,,UBS
48,,229_2491400081_UBS,1859772811,OB,UCB,Close,Close,,UBS
49,,231_2491400081_UBS,1859772832,OB,UCB,Close,Close,,UBS
50,,229_2491400067_UBS,1859769629,OB,UCB,Close,Close,,UBS
51,,184_2491400081_UBS,1859772824,OB,UCB,Close,Close,,UBS
52,,228_2491400081_UBS,1859772820,OB,UCB,Close,Close,,UBS
53,,184_2491400067_UBS,1859769628,OB,UCB,Close,Close,,UBS
54,,228_2491400067_UBS,1859769630,OB,UCB,Close,Close,,UBS
55,,227_2491400081_UBS,1859772802,OB,UCB,Close,Close,,UBS
56,,227_2491400067_UBS,1859769631,OB,UCB,Close,Close,,UBS
57,,238_2491400081_UBS,1859772571,OB,UCB,Close,Close,,UBS
58,,70_2491400067_UBS,1859769597,OB,UCB,Close,Close,,UBS
59,,238_2491400067_UBS,1859769373,OB,UCB,Close,Close,,UBS
60,,70_2491400081_UBS,1859772800,OB,UCB,Close,Close,,UBS
61,,226_2491400081_UBS,1859772825,OB,UCB,Close,Close,,UBS
62,,200_2491400067_UBS,1859769370,OB,UCB,Close,Close,,UBS
63,,220_2491400081_UBS,1859772813,OB,UCB,Close,Close,,UBS
64,,220_2491400067_UBS,1859769600,OB,UCB,Close,Close,,UBS
65,,200_2491400081_UBS,1859772568,OB,UCB,Close,Close,,UBS
66,,222_2491400081_UBS,1859772823,OB,UCB,Close,Close,,UBS
67,,222_2491400067_UBS,1859769626,OB,UCB,Close,Close,,UBS
68,,85_2491400067_UBS,1859769375,OB,UCB,Close,Close,,UBS
69,,85_2491400081_UBS,1859772566,OB,UCB,Close,Close,,UBS
70,,196_2491400067_UBS,1859769363,OB,UCB,Close,Close,,UBS
71,,196_2491400081_UBS,1859772561,OB,UCB,Close,Close,,UBS
72,,225_2491400081_UBS,1859772819,OB,UCB,Close,Close,,UBS
73,,225_2491400067_UBS,1859769625,OB,UCB,Close,Close,,UBS
74,,198_2491400081_UBS,1859772564,OB,UCB,Close,Close,,UBS
75,,198_2491400067_UBS,1859769369,OB,UCB,Close,Close,,UBS
76,,185_2491400081_UBS,1859772809,OB,UCB,Close,Close,,UBS
77,,185_2491400067_UBS,1859769627,OB,UCB,Close,Close,,UBS
78,,239_2491400081_UBS,1859772576,OB,UCB,Close,Close,,UBS
79,,72_2491400067_UBS,1859769609,OB,UCB,Close,Close,,UBS
80,,72_2491400081_UBS,1859772808,OB,UCB,Close,Close,,UBS
81,,77_2491400067_UBS,1859769619,OB,UCB,Close,Close,,UBS
82,,77_2491400081_UBS,1859772822,OB,UCB,Close,Close,,UBS
83,,224_2491400067_UBS,1859769616,OB,UCB,Close,Close,,UBS
84,,201_2491400081_UBS,1859772560,OB,UCB,Close,Close,,UBS
85,,224_2491400081_UBS,1859772827,OB,UCB,Close,Close,,UBS
86,,75_2491400067_UBS,1859769603,OB,UCB,Close,Close,,UBS
87,,201_2491400067_UBS,1859769361,OB,UCB,Close,Close,,UBS
88,,75_2491400081_UBS,1859772814,OB,UCB,Close,Close,,UBS
89,,239_2491400067_UBS,1859769377,OB,UCB,Close,Close,,UBS
90,,240_2491400081_UBS,1859772572,OB,UCB,Close,Close,,UBS
91,,81_2491400081_UBS,1859772563,OB,UCB,Close,Close,,UBS
92,,81_2491400067_UBS,1859769366,OB,UCB,Close,Close,,UBS
93,,241_2491400067_UBS,1859769378,OB,UCB,Close,Close,,UBS
94,,241_2491400081_UBS,1859772577,OB,UCB,Close,Close,,UBS
95,,182_2491400067_UBS,1859769612,OB,UCB,Close,Close,,UBS
96,,240_2491400067_UBS,1859769374,OB,UCB,Close,Close,,UBS
97,,182_2491400081_UBS,1859772818,OB,UCB,Close,Close,,UBS
98,,230_2491400081_UBS,1859772829,OB,UCB,Close,Close,,UBS
99,,230_2491400067_UBS,1859769632,OB,UCB,Close,Close,,UBS
100,,183_2491400067_UBS,1859769618,OB,UCB,Close,Close,,UBS
101,,181_2491400081_UBS,1859772798,OB,UCB,Close,Close,,UBS
102,,181_2491400067_UBS,1859769624,OB,UCB,Close,Close,,UBS
103,,183_2491400081_UBS,1859772828,OB,UCB,Close,Close,,UBS
104,,74_2491400067_UBS,1859769620,OB,UCB,Close,Close,,UBS
105,,74_2491400081_UBS,1859772817,OB,UCB,Close,Close,,UBS
106,,159_2491430304_UBS,1860080248,OB,UCB,Close,Close,,UBS
107,,161_2491430304_UBS,1860080249,OB,UCB,Close,Close,,UBS
108,,11_2491400081_UBS,1859772909,OB,UCB,Close,Close,,UBS
109,,11_2491400067_UBS,1859769700,OB,UCB,Close,Close,,UBS
110,,7_2491400081_UBS,1859772910,OB,UCB,Close,Close,,UBS
111,,162_2491430304_UBS,1860080337,OB,UCB,Close,Close,,UBS
112,,7_2491400067_UBS,1859769693,OB,UCB,Close,Close,,UBS
113,,11_2491400027_UBS,1859744534,OB,UCB,Close,Close,,UBS
114,,98_2491430285_UBS,1860075748,OB,UCB,Close,Close,,UBS
115,,7_2491400027_UBS,1859744542,OB,UCB,Close,Close,,UBS
116,,7_2491430061_UBS,1859904918,OB,UCB,Close,Close,,UBS
117,,7_2491430049_UBS,1859897216,OB,UCB,Close,Close,,UBS
118,,12_2491430061_UBS,1859904919,OB,UCB,Close,Close,,UBS
119,,12_2491430049_UBS,1859897218,OB,UCB,Close,Close,,UBS
120,,12_2491400027_UBS,1859744535,OB,UCB,Close,Close,,UBS
121,,6_2491400027_UBS,1859744546,OB,UCB,Close,Close,,UBS
122,,6_2491430304_UBS,1860080331,OB,UCB,Close,Close,,UBS
123,,221_2491400081_UBS,1859772880,OB,UCB,Close,Close,,UBS
124,,12_2491430304_UBS,1860080341,OB,UCB,Close,Close,,UBS
125,,221_2491400067_UBS,1859769726,OB,UCB,Close,Close,,UBS
126,,104_2491430285_UBS,1860075610,OB,UCB,Close,Close,,UBS
127,,7_2491430285_UBS,1860075750,OB,UCB,Close,Close,,UBS
128,,223_2491400081_UBS,1859772853,OB,UCB,Close,Close,,UBS
129,,12_2491430285_UBS,1860075751,OB,UCB,Close,Close,,UBS
130,,6_2491430081_UBS,1859922467,OB,UCB,Close,Close,,UBS
131,,223_2491400067_UBS,1859769678,OB,UCB,Close,Close,,UBS
132,,12_2491430081_UBS,1859922470,OB,UCB,Close,Close,,UBS
133,,11_2491430304_UBS,1860080355,OB,UCB,Close,Close,,UBS
134,,1_2491426014_UBS,1859877317,OB,UCB,Close,Close,,UBS
135,,7_2491430304_UBS,1860080350,OB,UCB,Close,Close,,UBS
136,,2_2491426014_UBS,1859877332,OB,UCB,Close,Close,,UBS
137,,6_2491430049_UBS,1859897213,OB,UCB,Close,Close,,UBS
138,,6_2491430061_UBS,1859904915,OB,UCB,Close,Close,,UBS
139,,6_2491430292_UBS,1860077572,OB,UCB,Close,Close,,UBS
140,,182_2491430304_UBS,1860080306,OB,UCB,Close,Close,,UBS
141,,11_2491430061_UBS,1859904917,OB,UCB,Close,Close,,UBS
142,,11_2491430049_UBS,1859897215,OB,UCB,Close,Close,,UBS
143,,12_2491430292_UBS,1860077574,OB,UCB,Close,Close,,UBS
144,,177_2491430304_UBS,1860080316,OB,UCB,Close,Close,,UBS
145,,185_2491430304_UBS,1860080327,OB,UCB,Close,Close,,UBS
