,Side0_UniqueIds,Side1_UniqueIds,BreakID,ViewData.Status,predicted status,predicted action,predicted category,predicted comment,first_non_null_breakid_in_breakid_columns
0,5_4551464617_Integrata,,2086488712,OB,UCB,Close,Close,,2086488712
1,4_4551464617_Integrata,,2086488710,OB,UCB,Close,Close,,2086488710
2,11_4551470167_Integrata,,1860384571,OB,UCB,Close,Close,,1860384571
3,10_4551470167_Integrata,,1860384570,OB,UCB,Close,Close,,1860384570
4,2_4551470167_Integrata,,1860384566,OB,UCB,Close,Close,,1860384566
5,17_4551470167_Integrata,,1860384567,OB,UCB,Close,Close,,1860384567
6,4_4551470167_Integrata,,1860384568,OB,UCB,Close,Close,,1860384568
7,8_4551470167_Integrata,,1860384569,OB,UCB,Close,Close,,1860384569
8,21_4551470167_Integrata,,1860384534,OB,UCB,Close,Close,,1860384534
9,24_4551470167_Integrata,,1860384535,OB,UCB,Close,Close,,1860384535
10,23_4551470167_Integrata,,1860384536,OB,UCB,Close,Close,,1860384536
11,26_4551470167_Integrata,,1860384539,OB,UCB,Close,Close,,1860384539
12,20_4551470167_Integrata,,1860384528,OB,UCB,Close,Close,,1860384528
13,25_4551470167_Integrata,,1860384531,OB,UCB,Close,Close,,1860384531
14,14_4551470167_Integrata,,1860384573,OB,UCB,Close,Close,,1860384573
15,14_4551474527_Integrata,,2099546420,OB,UCB,Close,Close,,2099546420
16,6_455922111_Integrata,,1367056765,OB,UCB,Close,Close,,1367056765
17,4_455922111_Integrata,,1367056768,OB,UCB,Close,Close,,1367056768
18,5_455922111_Integrata,,1367056769,OB,UCB,Close,Close,,1367056769
19,101_4551144082_Integrata,,1659706999,OB,UCB,Close,Close,,1659706999
20,102_4551144082_Integrata,,1659707002,OB,UCB,Close,Close,,1659707002
21,2_455922111_Integrata,,1367056764,OB,UCB,Close,Close,,1367056764
22,,26_4551470098_CACEIS,1860358626,OB,UCB,Close,Close,,1860358626
23,,26_4551472558_CACEIS,2096947619,OB,UCB,Close,Close,,2096947619
24,,17_4551472558_CACEIS,2096947617,OB,UCB,Close,Close,,2096947617
25,,17_4551470098_CACEIS,1860358624,OB,UCB,Close,Close,,1860358624
26,,18_4551470098_CACEIS,1860358625,OB,UCB,Close,Close,,1860358625
27,,18_4551472558_CACEIS,2096947618,OB,UCB,Close,Close,,2096947618
28,,16_4551472558_CACEIS,2096947616,OB,UCB,Close,Close,,2096947616
