,Side0_UniqueIds,Side1_UniqueIds,BreakID,ViewData.Status,predicted status,predicted action,predicted category,predicted comment,first_non_null_breakid_in_breakid_columns
0,101_4551144082_Integrata,,1659706999,OB,UCB,Close,Close,,1659706999
1,5_455922111_Integrata,,1367056769,OB,UCB,Close,Close,,1367056769
2,102_4551144082_Integrata,,1659707002,OB,UCB,Close,Close,,1659707002
3,4_455922111_Integrata,,1367056768,OB,UCB,Close,Close,,1367056768
4,6_455922111_Integrata,,1367056765,OB,UCB,Close,Close,,1367056765
5,5_4551464617_Integrata,,2086488712,OB,UCB,Close,Close,,2086488712
6,2_455922111_Integrata,,1367056764,OB,UCB,Close,Close,,1367056764
7,4_4551464617_Integrata,,2086488710,OB,UCB,Close,Close,,2086488710
8,,24_455658450_CACEIS,1002374606,OB,UCB,Close,Close,,1002374606
9,,26_455658450_CACEIS,1002374597,OB,UCB,Close,Close,,1002374597
10,,2_4551318931_CACEIS,1890812360,OB,UCB,Close,Close,,1890812360
11,,8_4551267661_CACEIS,1824870500,OB,UCB,Close,Close,,1824870500
12,"10_4551478593_Integrata,9_4551478593_Integrata",177_4551480567_CACEIS,"2105698943,2105698933,2108620867","['OB', 'OB', 'OB']",UMR,UMR,match,match,2105698943
13,7_4551122535_Integrata,"94_4551117124_CACEIS,93_4551117124_CACEIS","1631194828,1623224429,1623224424","['OB', 'OB', 'OB']",UMR,UMR,match,match,1631194828
14,"7_4551394628_Integrata,3_4551394628_Integrata,5_4551394628_Integrata,4_4551394628_Integrata,6_4551394628_Integrata",2_4551398589_CACEIS,"1997244529,1997244524,1997244526,1997244527,1997244525,2002008738","['OB', 'OB', 'OB', 'OB', 'OB', 'OB']",UMR,UMR,match,match,1997244529
15,7_4551506468_Integrata,4_4551506468_CACEIS,"2140785054,2140785055","['SPM', 'SPM']",UMR,UMR,match,match,2140785054
16,"47_4551201062_Integrata,46_4551201062_Integrata",34_4551201062_CACEIS,"1734565912,1734565910,1734565919","['OB', 'OB', 'OB']",UMR,UMR,match,match,1734565912
17,"19_4551248485_Integrata,20_4551248485_Integrata",33_4551248485_CACEIS,"1800039341,1800039344,1800039361","['OB', 'OB', 'OB']",UMR,UMR,match,match,1800039341
18,6_4551203153_Integrata,,1737813326,OB,UCB,Close,Close,,1737813326
19,1_4551203153_Integrata,,1737813324,OB,UCB,Close,Close,,1737813324
20,7_4551203153_Integrata,,1737813339,OB,UCB,Close,Close,,1737813339
21,9_4551203153_Integrata,,1737813341,OB,UCB,Close,Close,,1737813341
22,10_4551203153_Integrata,,1737813332,OB,UCB,Close,Close,,1737813332
23,3_4551203153_Integrata,,1737813331,OB,UCB,Close,Close,,1737813331
24,9_4551464617_Integrata,,2086488715,OB,UCB,Close,Close,,2086488715
25,6_4551464617_Integrata,,2086488714,OB,UCB,Close,Close,,2086488714
26,1_4551460499_Integrata,,2080567634,OB,UCB,Close,Close,,2080567634
27,10_4551460499_Integrata,,2080567633,OB,UCB,Close,Close,,2080567633
28,2_4551460499_Integrata,,2080567635,OB,UCB,Close,Close,,2080567635
29,3_4551460499_Integrata,,2080567637,OB,UCB,Close,Close,,2080567637
30,,15_455914788_CACEIS,1356802615,OB,UCB,Close,Close,,1356802615
31,,6_4551157661_CACEIS,1677770259,OB,UCB,Close,Close,,1677770259
32,,19_4551285256_CACEIS,1847792958,OB,UCB,Close,Close,,1847792958
33,,9_4551402499_CACEIS,2006719922,OB,UCB,Close,Close,,2006719922
34,,13_4551402499_CACEIS,2006719926,OB,UCB,Close,Close,,2006719926
35,,17_4551279353_CACEIS,1839901571,OB,UCB,Close,Close,,1839901571
36,,21_4551402499_CACEIS,2006719920,OB,UCB,Close,Close,,2006719920
37,,20_4551402499_CACEIS,2006719928,OB,UCB,Close,Close,,2006719928
38,,16_4551279353_CACEIS,1839901569,OB,UCB,Close,Close,,1839901569
39,,24_4551402499_CACEIS,2006719929,OB,UCB,Close,Close,,2006719929
40,,25_4551285256_CACEIS,1847792960,OB,UCB,Close,Close,,1847792960
41,,17_4551285256_CACEIS,1847792954,OB,UCB,Close,Close,,1847792954
42,,24_4551157661_CACEIS,1677770272,OB,UCB,Close,Close,,1677770272
43,,22_4551402499_CACEIS,2006719923,OB,UCB,Close,Close,,2006719923
44,,26_4551285256_CACEIS,1847792963,OB,UCB,Close,Close,,1847792963
45,,14_455914788_CACEIS,1356802610,OB,UCB,Close,Close,,1356802610
46,,3_4551506468_CACEIS,2140783166,CNF,OB,No-pair,fee,Caceis booked the fee for SD 08-09-2021. Integrata yet to book,2140783166
47,12_455824379_Integrata,,1237534489,OB,OB,No-pair,foreign exchange,Caceis booked the Net Sub/Red for SD 04-16-2020. Integrata yet to book,1237534489
48,10_455716646_Integrata,,1094282289,OB,OB,No-pair,wire transfer,Caceis booked the subscription for SD 01-23-2020. Integrata yet to book,1094282289
49,7_344898_Integrata,,496360330,OB,OB,No-pair,foreign exchange,Caceis booked the foreign exchange for SD 03-26-2019. Integrata yet to book,496360330
50,8_455603182_Integrata,,904027262,OB,OB,No-pair,foreign exchange,Caceis booked the Net Sub/Red for SD 10-24-2019. Integrata yet to book,904027262
51,160_4551427001_Integrata,,2037990832,OB,OB,No-pair,foreign exchange,Caceis booked the Net Sub/Red for SD 07-08-2021. Integrata yet to book,2037990832
52,17_455647366_Integrata,,982003172,OB,OB,No-pair,wire transfer,Caceis booked the subscription for SD 11-28-2019. Integrata yet to book,982003172
