,Side0_UniqueIds,Side1_UniqueIds,BreakID,ViewData.Status,predicted status,predicted action,predicted category,predicted comment,custodian_val_to_use_comgen
0,,71_2491430317_Barclays,1860081384,OB,UCB,Close,Close,,Barclays
1,,73_2491450151_Barclays,1860150756,OB,UCB,Close,Close,,Barclays
2,,68_2491430319_Barclays,1860081641,OB,UCB,Close,Close,,Barclays
3,,68_2491450112_Barclays,1860134592,OB,UCB,Close,Close,,Barclays
4,,81_2491430317_Barclays,1860081399,OB,UCB,Close,Close,,Barclays
5,,94_2491430314_Barclays,1860081085,OB,UCB,Close,Close,,Barclays
6,,73_2491400083_Barclays,1859772987,OB,UCB,Close,Close,,Barclays
7,,67_2491430319_Barclays,1860081632,OB,UCB,Close,Close,,Barclays
8,,67_2491450112_Barclays,1860134580,OB,UCB,Close,Close,,Barclays
9,,86_2491430086_Barclays,1859922851,OB,UCB,Close,Close,,Barclays
10,,69_2491400083_Barclays,1859773003,OB,UCB,Close,Close,,Barclays
11,,90_2491450151_Barclays,1860150761,OB,UCB,Close,Close,,Barclays
12,,70_2491430315_Barclays,1860081197,OB,UCB,Close,Close,,Barclays
13,,79_2491430317_Barclays,1860081394,OB,UCB,Close,Close,,Barclays
14,,87_2491450151_Barclays,1860150805,OB,UCB,Close,Close,,Barclays
15,,78_2491400083_Barclays,1859772973,OB,UCB,Close,Close,,Barclays
16,,97_2491430289_Barclays,1860076092,OB,UCB,Close,Close,,Barclays
17,,99_2491430289_Barclays,1860076108,OB,UCB,Close,Close,,Barclays
18,,69_2491430315_Barclays,1860081178,OB,UCB,Close,Close,,Barclays
19,,76_2491430067_Barclays,1859905396,OB,UCB,Close,Close,,Barclays
20,,76_2491430053_Barclays,1859897354,OB,UCB,Close,Close,,Barclays
21,,70_2491400083_Barclays,1859772969,OB,UCB,Close,Close,,Barclays
22,,69_2491430086_Barclays,1859922771,OB,UCB,Close,Close,,Barclays
23,,85_2491430086_Barclays,1859922781,OB,UCB,Close,Close,,Barclays
