,Side0_UniqueIds,Side1_UniqueIds,BreakID,ViewData.Status,predicted status,predicted action,predicted category,predicted comment,first_non_null_breakid_in_breakid_columns
0,101_4551144082_Integrata,,1659706999,OB,UCB,Close,Close,,1659706999
1,5_455922111_Integrata,,1367056769,OB,UCB,Close,Close,,1367056769
2,6_455922111_Integrata,,1367056765,OB,UCB,Close,Close,,1367056765
3,102_4551144082_Integrata,,1659707002,OB,UCB,Close,Close,,1659707002
4,2_455922111_Integrata,,1367056764,OB,UCB,Close,Close,,1367056764
5,4_455922111_Integrata,,1367056768,OB,UCB,Close,Close,,1367056768
6,,2_4551318931_CACEIS,1890812360,OB,UCB,Close,Close,,1890812360
7,,8_4551267661_CACEIS,1824870500,OB,UCB,Close,Close,,1824870500
8,,24_455658450_CACEIS,1002374606,OB,UCB,Close,Close,,1002374606
9,,26_455658450_CACEIS,1002374597,OB,UCB,Close,Close,,1002374597
10,"18_4551232906_Integrata,17_4551232906_Integrata",306_4551232906_CACEIS,"1780156369,1780156365,1780156374","['OB', 'OB', 'OB']",UMR,UMR,match,match,1780156369
11,7_4551122535_Integrata,"93_4551117124_CACEIS,94_4551117124_CACEIS","1631194828,1623224424,1623224429","['OB', 'OB', 'OB']",UMR,UMR,match,match,1631194828
12,"6_4551394628_Integrata,5_4551394628_Integrata,3_4551394628_Integrata,4_4551394628_Integrata,7_4551394628_Integrata",2_4551398589_CACEIS,"1997244525,1997244526,1997244524,1997244527,1997244529,2002008738","['OB', 'OB', 'OB', 'OB', 'OB', 'OB']",UMR,UMR,match,match,1997244525
13,"46_4551201062_Integrata,47_4551201062_Integrata",34_4551201062_CACEIS,"1734565910,1734565912,1734565919","['OB', 'OB', 'OB']",UMR,UMR,match,match,1734565910
14,"19_4551248485_Integrata,20_4551248485_Integrata",33_4551248485_CACEIS,"1800039341,1800039344,1800039361","['OB', 'OB', 'OB']",UMR,UMR,match,match,1800039341
15,3_4551203153_Integrata,,1737813331,OB,UCB,Close,Close,,1737813331
16,6_4551203153_Integrata,,1737813326,OB,UCB,Close,Close,,1737813326
17,1_4551203153_Integrata,,1737813324,OB,UCB,Close,Close,,1737813324
18,10_4551203153_Integrata,,1737813332,OB,UCB,Close,Close,,1737813332
19,7_4551203153_Integrata,,1737813339,OB,UCB,Close,Close,,1737813339
20,9_4551203153_Integrata,,1737813341,OB,UCB,Close,Close,,1737813341
21,,14_455914788_CACEIS,1356802610,OB,UCB,Close,Close,,1356802610
22,,17_4551279353_CACEIS,1839901571,OB,UCB,Close,Close,,1839901571
23,,21_4551402499_CACEIS,2006719920,OB,UCB,Close,Close,,2006719920
24,,13_4551402499_CACEIS,2006719926,OB,UCB,Close,Close,,2006719926
25,,17_4551285256_CACEIS,1847792954,OB,UCB,Close,Close,,1847792954
26,,6_4551157661_CACEIS,1677770259,OB,UCB,Close,Close,,1677770259
27,,22_4551402499_CACEIS,2006719923,OB,UCB,Close,Close,,2006719923
28,,26_4551285256_CACEIS,1847792963,OB,UCB,Close,Close,,1847792963
29,,24_4551157661_CACEIS,1677770272,OB,UCB,Close,Close,,1677770272
30,,9_4551402499_CACEIS,2006719922,OB,UCB,Close,Close,,2006719922
31,,19_4551285256_CACEIS,1847792958,OB,UCB,Close,Close,,1847792958
32,,15_455914788_CACEIS,1356802615,OB,UCB,Close,Close,,1356802615
33,,16_4551279353_CACEIS,1839901569,OB,UCB,Close,Close,,1839901569
34,,25_4551285256_CACEIS,1847792960,OB,UCB,Close,Close,,1847792960
35,,20_4551402499_CACEIS,2006719928,OB,UCB,Close,Close,,2006719928
36,,24_4551402499_CACEIS,2006719929,OB,UCB,Close,Close,,2006719929
37,12_455630517_Integrata,,953479685,OB,OB,No-pair,wire transfer,Integrata booked the Net Sub/Red for SD 11-14-2019.Caceis yet to book.,953479685
38,5_4551057246_Integrata,,1544059578,OB,OB,No-pair,redemption,Integrata booked the redemption for SD 10-08-2020.Caceis yet to book.,1544059578
39,5_344898_Integrata,,496360328,OB,OB,No-pair,wire transfer,Integrata booked the wire transfer for SD 03-26-2019.Caceis yet to book.,496360328
40,16_4551237030_Integrata,,1785359565,OB,OB,No-pair,redemption,Integrata booked the redemption for SD 02-18-2021.Caceis yet to book.,1785359565
41,11_4551246640_Integrata,,1797846188,OB,OB,No-pair,redemption,Integrata booked the redemption for SD 02-25-2021.Caceis yet to book.,1797846188
42,1_455933037_Integrata,,1381439416,OB,OB,No-pair,wire transfer,Integrata booked the subscription for SD 07-09-2020.Caceis yet to book.,1381439416
43,2_455990300_Integrata,,1455760306,OB,OB,No-pair,redemption,Integrata booked the redemption for SD 08-20-2020.Caceis yet to book.,1455760306
44,16_455540013_Integrata,,799052892,OB,OB,No-pair,proceeds sell,Integrata booked the Net Sub/Red for SD 09-05-2019.Caceis yet to book.,799052892
45,3_455952085_Integrata,,1407030021,OB,OB,No-pair,redemption,Integrata booked the redemption for SD 07-23-2020.Caceis yet to book.,1407030021
46,16_455980848_Integrata,,1444104456,OB,OB,No-pair,redemption,Integrata booked the redemption for SD 08-13-2020.Caceis yet to book.,1444104456
47,16_4551408153_Integrata,,2013693284,OB,OB,No-pair,proceeds sell,Integrata booked the Net Sub/Red for SD 06-24-2021.Caceis yet to book.,2013693284
48,15_4551408153_Integrata,,2013693282,OB,OB,No-pair,redemption,Integrata booked the redemption for SD 06-24-2021.Caceis yet to book.,2013693282
49,89_4551085502_Integrata,,1581818080,OB,OB,No-pair,redemption,Integrata booked the redemption for SD 10-29-2020.Caceis yet to book.,1581818080
