,Side0_UniqueIds,Side1_UniqueIds,BreakID,ViewData.Status,predicted status,predicted action,predicted category,predicted comment,custodian_val_to_use_comgen
0,,214_2491426012_Goldman Sachs,1859876905,OB,UCB,Close,Close,,Goldman Sachs
1,,212_2491426012_Goldman Sachs,1859876601,OB,UCB,Close,Close,,Goldman Sachs
2,,208_2491426012_Goldman Sachs,1859876603,OB,UCB,Close,Close,,Goldman Sachs
3,,210_2491426012_Goldman Sachs,1859876913,OB,UCB,Close,Close,,Goldman Sachs
4,,218_2491426012_Goldman Sachs,1859876920,OB,UCB,Close,Close,,Goldman Sachs
5,,216_2491426012_Goldman Sachs,1859876600,OB,UCB,Close,Close,,Goldman Sachs
6,,215_2491426012_Goldman Sachs,1859876602,OB,UCB,Close,Close,,Goldman Sachs
7,,211_2491426012_Goldman Sachs,1859876599,OB,UCB,Close,Close,,Goldman Sachs
8,,217_2491426012_Goldman Sachs,1859876911,OB,UCB,Close,Close,,Goldman Sachs
9,,213_2491426012_Goldman Sachs,1859876914,OB,UCB,Close,Close,,Goldman Sachs
10,,95_2491430080_Goldman Sachs,1859922146,OB,UCB,Close,Close,,Goldman Sachs
11,,94_2491430080_Goldman Sachs,1859922136,OB,UCB,Close,Close,,Goldman Sachs
12,,209_2491426012_Goldman Sachs,1859876904,OB,UCB,Close,Close,,Goldman Sachs
13,,207_2491426012_Goldman Sachs,1859876604,OB,UCB,Close,Close,,Goldman Sachs
14,68_2491380309_Integrata,,1859622591,OB,UCB,Close,Close,,Goldman Sachs
15,68_2491380301_Integrata,,1859622232,OB,UCB,Close,Close,,Goldman Sachs
16,68_2491400026_Integrata,,1859744313,OB,UCB,Close,Close,,Goldman Sachs
17,38_2491430080_Integrata,,1859922175,OB,UCB,Close,Close,,Goldman Sachs
18,39_2491430080_Integrata,,1859922179,OB,UCB,Close,Close,,Goldman Sachs
19,71_2491380301_Integrata,,1859622235,OB,UCB,Close,Close,,Goldman Sachs
20,71_2491400026_Integrata,,1859744320,OB,UCB,Close,Close,,Goldman Sachs
21,71_2491380309_Integrata,,1859622600,OB,UCB,Close,Close,,Goldman Sachs
22,66_2491380301_Integrata,,1859622220,OB,UCB,Close,Close,,Goldman Sachs
23,66_2491400026_Integrata,,1859744321,OB,UCB,Close,Close,,Goldman Sachs
24,66_2491380309_Integrata,,1859622585,OB,UCB,Close,Close,,Goldman Sachs
25,160_2491400077_Integrata,,1859771708,OB,UCB,Close,Close,,Goldman Sachs
26,160_2491400070_Integrata,,1859770205,OB,UCB,Close,Close,,Goldman Sachs
27,159_2491400077_Integrata,,1859771617,OB,UCB,Close,Close,,Goldman Sachs
28,159_2491400070_Integrata,,1859771616,OB,UCB,Close,Close,,Goldman Sachs
29,158_2491400070_Integrata,,1859770188,OB,UCB,Close,Close,,Goldman Sachs
30,158_2491400077_Integrata,,1859771699,OB,UCB,Close,Close,,Goldman Sachs
31,161_2491400077_Integrata,,1859771692,OB,UCB,Close,Close,,Goldman Sachs
32,161_2491400070_Integrata,,1859770196,OB,UCB,Close,Close,,Goldman Sachs
33,67_2491380301_Integrata,,1859622244,OB,UCB,Close,Close,,Goldman Sachs
