,Side0_UniqueIds,Side1_UniqueIds,BreakID,ViewData.Status,predicted status,predicted action,predicted category,predicted comment,first_non_null_breakid_in_breakid_columns
0,2_4551470403_Integrata,,1860525861,OB,UCB,Close,Close,,1860525861
1,3_4551502490_Integrata,,2136195234,OB,UCB,Close,Close,,2136195234
2,3_4551470403_Integrata,,1860525863,OB,UCB,Close,Close,,1860525863
3,1_4551502490_Integrata,,2136195231,OB,UCB,Close,Close,,2136195231
4,1_4551470403_Integrata,,1860525866,OB,UCB,Close,Close,,1860525866
5,5_4551470403_Integrata,,1860525869,OB,UCB,Close,Close,,1860525869
6,5_4551502490_Integrata,,2136195252,OB,UCB,Close,Close,,2136195252
7,4_4551470403_Integrata,,1860525868,OB,UCB,Close,Close,,1860525868
8,4_4551502490_Integrata,,2136195236,OB,UCB,Close,Close,,2136195236
9,8_4551470403_Integrata,,1860525862,OB,UCB,Close,Close,,1860525862
10,9_4551470403_Integrata,,1860525865,OB,UCB,Close,Close,,1860525865
11,9_4551502490_Integrata,,2136195240,OB,UCB,Close,Close,,2136195240
12,8_4551502490_Integrata,,2136195238,OB,UCB,Close,Close,,2136195238
13,6_455922111_Integrata,,1367056765,OB,UCB,Close,Close,,1367056765
14,2_455922111_Integrata,,1367056764,OB,UCB,Close,Close,,1367056764
15,4_455922111_Integrata,,1367056768,OB,UCB,Close,Close,,1367056768
16,5_455922111_Integrata,,1367056769,OB,UCB,Close,Close,,1367056769
17,5_4551464617_Integrata,,2086488712,OB,UCB,Close,Close,,2086488712
18,4_4551464617_Integrata,,2086488710,OB,UCB,Close,Close,,2086488710
19,2_4551502490_Integrata,,2136195232,OB,UCB,Close,Close,,2136195232
20,101_4551144082_Integrata,,1659706999,OB,UCB,Close,Close,,1659706999
21,102_4551144082_Integrata,,1659707002,OB,UCB,Close,Close,,1659707002
22,,15_4551502490_CACEIS,2136195276,OB,UCB,Close,Close,,2136195276
23,,15_4551470403_CACEIS,1860525906,OB,UCB,Close,Close,,1860525906
24,,2_4551470403_CACEIS,1860525873,OB,UCB,Close,Close,,1860525873
25,,2_4551502490_CACEIS,2136195239,OB,UCB,Close,Close,,2136195239
26,,14_4551470403_CACEIS,1860525903,OB,UCB,Close,Close,,1860525903
27,,14_4551502490_CACEIS,2136195272,OB,UCB,Close,Close,,2136195272
28,,13_4551470403_CACEIS,1860525902,OB,UCB,Close,Close,,1860525902
29,,13_4551502490_CACEIS,2136195250,OB,UCB,Close,Close,,2136195250
30,,7_4551470403_CACEIS,1860525897,OB,UCB,Close,Close,,1860525897
31,,7_4551502490_CACEIS,2136195255,OB,UCB,Close,Close,,2136195255
32,,39_4551502490_CACEIS,2136195278,OB,UCB,Close,Close,,2136195278
33,,39_4551470403_CACEIS,1860525911,OB,UCB,Close,Close,,1860525911
34,,40_4551502490_CACEIS,2136195253,OB,UCB,Close,Close,,2136195253
35,,40_4551470403_CACEIS,1860525909,OB,UCB,Close,Close,,1860525909
36,,11_4551470403_CACEIS,1860525887,OB,UCB,Close,Close,,1860525887
37,,11_4551502490_CACEIS,2136195266,OB,UCB,Close,Close,,2136195266
38,,35_4551470403_CACEIS,1860525896,OB,UCB,Close,Close,,1860525896
39,,35_4551502490_CACEIS,2136195269,OB,UCB,Close,Close,,2136195269
40,,20_4551470403_CACEIS,1860525890,OB,UCB,Close,Close,,1860525890
41,,20_4551502490_CACEIS,2136195281,OB,UCB,Close,Close,,2136195281
42,,32_4551470403_CACEIS,1860525899,OB,UCB,Close,Close,,1860525899
43,,32_4551502490_CACEIS,2136195262,OB,UCB,Close,Close,,2136195262
44,,30_4551470403_CACEIS,1860525889,OB,UCB,Close,Close,,1860525889
45,,30_4551502490_CACEIS,2136195267,OB,UCB,Close,Close,,2136195267
46,,5_4551470403_CACEIS,1860525876,OB,UCB,Close,Close,,1860525876
47,,5_4551502490_CACEIS,2136195247,OB,UCB,Close,Close,,2136195247
48,,24_4551502490_CACEIS,2136195251,OB,UCB,Close,Close,,2136195251
49,,24_4551470403_CACEIS,1860525910,OB,UCB,Close,Close,,1860525910
50,,31_4551470403_CACEIS,1860525882,OB,UCB,Close,Close,,1860525882
51,,31_4551502490_CACEIS,2136195261,OB,UCB,Close,Close,,2136195261
52,,27_4551470403_CACEIS,1860525877,OB,UCB,Close,Close,,1860525877
53,,27_4551502490_CACEIS,2136195257,OB,UCB,Close,Close,,2136195257
54,,25_4551470403_CACEIS,1860525905,OB,UCB,Close,Close,,1860525905
55,,25_4551502490_CACEIS,2136195283,OB,UCB,Close,Close,,2136195283
56,,26_4551470403_CACEIS,1860525908,OB,UCB,Close,Close,,1860525908
57,,26_4551502490_CACEIS,2136195248,OB,UCB,Close,Close,,2136195248
58,,34_4551502490_CACEIS,2136195263,OB,UCB,Close,Close,,2136195263
59,,34_4551470403_CACEIS,1860525891,OB,UCB,Close,Close,,1860525891
60,,8_4551470403_CACEIS,1860525880,OB,UCB,Close,Close,,1860525880
61,,8_4551502490_CACEIS,2136195256,OB,UCB,Close,Close,,2136195256
62,,1_4551502490_CACEIS,2136195237,OB,UCB,Close,Close,,2136195237
63,,1_4551470403_CACEIS,1860525872,OB,UCB,Close,Close,,1860525872
64,,2_4551318931_CACEIS,1890812360,OB,UCB,Close,Close,,1890812360
65,,8_4551267661_CACEIS,1824870500,OB,UCB,Close,Close,,1824870500
66,,26_455658450_CACEIS,1002374597,OB,UCB,Close,Close,,1002374597
67,,24_455658450_CACEIS,1002374606,OB,UCB,Close,Close,,1002374606
68,,21_4551470403_CACEIS,1860525879,OB,UCB,Close,Close,,1860525879
69,,21_4551502490_CACEIS,2136195245,OB,UCB,Close,Close,,2136195245
70,7_4551470403_Integrata,,1860554635,SPM,UCB,Close,Close,,1860554635
71,7_4551502490_Integrata,,1860554636,SPM,UCB,Close,Close,,1860554636
72,6_4551502490_Integrata,,1860554638,SPM,UCB,Close,Close,,1860554638
73,6_4551470403_Integrata,,1860554639,SPM,UCB,Close,Close,,1860554639
74,11_4551502490_Integrata,,1860554640,SPM,UCB,Close,Close,,1860554640
75,11_4551470403_Integrata,,1860554643,SPM,UCB,Close,Close,,1860554643
76,10_4551470403_Integrata,,1860554641,SPM,UCB,Close,Close,,1860554641
77,10_4551502490_Integrata,,1860554642,SPM,UCB,Close,Close,,1860554642
78,"19_4551470443_Integrata,17_4551470443_Integrata,21_4551470443_Integrata,18_4551470443_Integrata,20_4551470443_Integrata",8_4551470443_CACEIS,"1860554678,1860554679,1860554684,1860554686,1860554687,1860554694","['OB', 'OB', 'OB', 'OB', 'OB', 'OB']",UMR,UMR,match,match,1860554678
79,"10_4551478593_Integrata,9_4551478593_Integrata",177_4551480567_CACEIS,"2105698943,2105698933,2108620867","['OB', 'OB', 'OB']",UMR,UMR,match,match,2105698943
80,7_4551122535_Integrata,"93_4551117124_CACEIS,94_4551117124_CACEIS","1631194828,1623224424,1623224429","['OB', 'OB', 'OB']",UMR,UMR,match,match,1631194828
81,"6_4551394628_Integrata,4_4551394628_Integrata,7_4551394628_Integrata,3_4551394628_Integrata,5_4551394628_Integrata",2_4551398589_CACEIS,"1997244525,1997244527,1997244529,1997244524,1997244526,2002008738","['OB', 'OB', 'OB', 'OB', 'OB', 'OB']",UMR,UMR,match,match,1997244525
82,"47_4551201062_Integrata,46_4551201062_Integrata",34_4551201062_CACEIS,"1734565912,1734565910,1734565919","['OB', 'OB', 'OB']",UMR,UMR,match,match,1734565912
83,"20_4551248485_Integrata,19_4551248485_Integrata",33_4551248485_CACEIS,"1800039344,1800039341,1800039361","['OB', 'OB', 'OB']",UMR,UMR,match,match,1800039344
84,,18_4551470403_CACEIS,1860554656,SPM,UCB,Close,Close,,1860554656
85,,18_4551502490_CACEIS,1860554660,SPM,UCB,Close,Close,,1860554660
86,,38_4551502490_CACEIS,1860554661,SPM,UCB,Close,Close,,1860554661
87,,38_4551470403_CACEIS,1860554662,SPM,UCB,Close,Close,,1860554662
88,,29_4551470403_CACEIS,1860554665,SPM,UCB,Close,Close,,1860554665
89,,29_4551502490_CACEIS,1860554663,SPM,UCB,Close,Close,,1860554663
90,,36_4551502490_CACEIS,1860554664,SPM,UCB,Close,Close,,1860554664
91,,36_4551470403_CACEIS,1860554666,SPM,UCB,Close,Close,,1860554666
92,,23_4551502490_CACEIS,1860554668,SPM,UCB,Close,Close,,1860554668
93,,23_4551470403_CACEIS,1860554667,SPM,UCB,Close,Close,,1860554667
94,,33_4551470403_CACEIS,1860554673,SPM,UCB,Close,Close,,1860554673
95,,33_4551502490_CACEIS,1860554674,SPM,UCB,Close,Close,,1860554674
96,,28_4551470403_CACEIS,1860554675,SPM,UCB,Close,Close,,1860554675
97,,28_4551502490_CACEIS,1860554672,SPM,UCB,Close,Close,,1860554672
98,,17_4551470403_CACEIS,1860554676,SPM,UCB,Close,Close,,1860554676
99,,17_4551502490_CACEIS,1860554677,SPM,UCB,Close,Close,,1860554677
100,1_4551203153_Integrata,,1737813324,OB,UCB,Close,Close,,1737813324
101,6_4551203153_Integrata,,1737813326,OB,UCB,Close,Close,,1737813326
102,9_4551203153_Integrata,,1737813341,OB,UCB,Close,Close,,1737813341
103,7_4551203153_Integrata,,1737813339,OB,UCB,Close,Close,,1737813339
104,9_4551464617_Integrata,,2086488715,OB,UCB,Close,Close,,2086488715
105,6_4551464617_Integrata,,2086488714,OB,UCB,Close,Close,,2086488714
106,3_4551203153_Integrata,,1737813331,OB,UCB,Close,Close,,1737813331
107,10_4551203153_Integrata,,1737813332,OB,UCB,Close,Close,,1737813332
108,1_4551460499_Integrata,,2080567634,OB,UCB,Close,Close,,2080567634
