,Side0_UniqueIds,Side1_UniqueIds,BreakID,ViewData.Status,predicted status,predicted action,predicted category,predicted comment,custodian_val_to_use_comgen
0,,74_2491430315_Barclays,1860081157,OB,UCB,Close,Close,,Barclays
1,,67_2491450112_Barclays,1860134580,OB,UCB,Close,Close,,Barclays
2,,67_2491430319_Barclays,1860081632,OB,UCB,Close,Close,,Barclays
3,,76_2491430067_Barclays,1859905396,OB,UCB,Close,Close,,Barclays
4,,76_2491430053_Barclays,1859897354,OB,UCB,Close,Close,,Barclays
5,,70_2491430319_Barclays,1860081655,OB,UCB,Close,Close,,Barclays
6,,70_2491450112_Barclays,1860134578,OB,UCB,Close,Close,,Barclays
7,,74_2491400083_Barclays,1859773012,OB,UCB,Close,Close,,Barclays
8,,80_2491430317_Barclays,1860081380,OB,UCB,Close,Close,,Barclays
9,,80_2491430086_Barclays,1859922772,OB,UCB,Close,Close,,Barclays
10,,97_2491430289_Barclays,1860076092,OB,UCB,Close,Close,,Barclays
11,,94_2491430314_Barclays,1860081085,OB,UCB,Close,Close,,Barclays
12,,77_2491400031_Barclays,1859744725,OB,UCB,Close,Close,,Barclays
13,,84_2491430317_Barclays,1860081442,OB,UCB,Close,Close,,Barclays
14,,89_2491450151_Barclays,1860150750,OB,UCB,Close,Close,,Barclays
15,,81_2491430317_Barclays,1860081399,OB,UCB,Close,Close,,Barclays
16,,76_2491430086_Barclays,1859922779,OB,UCB,Close,Close,,Barclays
17,,69_2491430315_Barclays,1860081178,OB,UCB,Close,Close,,Barclays
18,,77_2491400083_Barclays,1859772957,OB,UCB,Close,Close,,Barclays
19,,88_2491430086_Barclays,1859922761,OB,UCB,Close,Close,,Barclays
20,,87_2491450151_Barclays,1860150805,OB,UCB,Close,Close,,Barclays
21,,68_2491426018_Barclays,1859877556,OB,UCB,Close,Close,,Barclays
22,,85_2491430289_Barclays,1860076144,OB,UCB,Close,Close,,Barclays
23,,70_2491430318_Barclays,1860081544,OB,UCB,Close,Close,,Barclays
24,,75_2491430053_Barclays,1859897344,OB,UCB,Close,Close,,Barclays
25,,75_2491430067_Barclays,1859905406,OB,UCB,Close,Close,,Barclays
26,,68_2491400083_Barclays,1859772994,OB,UCB,Close,Close,,Barclays
27,,71_2491430317_Barclays,1860081384,OB,UCB,Close,Close,,Barclays
28,,84_2491430086_Barclays,1859922832,OB,UCB,Close,Close,,Barclays
29,,82_2491430086_Barclays,1859922826,OB,UCB,Close,Close,,Barclays
30,,68_2491430319_Barclays,1860081641,OB,UCB,Close,Close,,Barclays
31,,68_2491450112_Barclays,1860134592,OB,UCB,Close,Close,,Barclays
32,,86_2491430086_Barclays,1859922851,OB,UCB,Close,Close,,Barclays
33,,93_2491430318_Barclays,1860081589,OB,UCB,Close,Close,,Barclays
34,,73_2491426018_Barclays,1859877568,OB,UCB,Close,Close,,Barclays
35,,70_2491430315_Barclays,1860081197,OB,UCB,Close,Close,,Barclays
