,Side0_UniqueIds,Side1_UniqueIds,BreakID,ViewData.Status,predicted status,predicted action,predicted category,predicted comment,custodian_val_to_use_comgen
0,,113_2491125075_Barclays,1634756969,OB,UCB,Close,Close,,Barclays
1,,88_2491189504_Barclays,1720102934,OB,UCB,Close,Close,,Barclays
2,,95_2491194378_Barclays,1727006661,OB,UCB,Close,Close,,Barclays
3,,96_2491194378_Barclays,1727006662,OB,UCB,Close,Close,,Barclays
4,,99_2491185549_Barclays,1714932902,OB,UCB,Close,Close,,Barclays
5,,98_2491185549_Barclays,1714932895,OB,UCB,Close,Close,,Barclays
6,,112_2491125075_Barclays,1634756956,OB,UCB,Close,Close,,Barclays
7,,89_2491189504_Barclays,1720102927,OB,UCB,Close,Close,,Barclays
8,,97_2491185549_Barclays,1714932915,OB,UCB,Close,Close,,Barclays
9,,100_2491185549_Barclays,1714932921,OB,UCB,Close,Close,,Barclays
10,,122_2491173607_Barclays,1698878538,OB,UCB,Close,Close,,Barclays
11,,118_2491173607_Barclays,1698878526,OB,UCB,Close,Close,,Barclays
12,,111_2491173607_Barclays,1698878550,OB,UCB,Close,Close,,Barclays
13,,128_2491173607_Barclays,1698878560,OB,UCB,Close,Close,,Barclays
14,,67_2491470261_Barclays,1860472250,OB,UCB,Close,Close,,Barclays
15,,68_2491470261_Barclays,1860472251,OB,UCB,Close,Close,,Barclays
16,,69_2491470261_Barclays,1860472252,OB,UCB,Close,Close,,Barclays
17,,72_2491470261_Barclays,1860472253,OB,UCB,Close,Close,,Barclays
18,,75_2491470261_Barclays,1860472254,OB,UCB,Close,Close,,Barclays
19,,76_2491470261_Barclays,1860472255,OB,UCB,Close,Close,,Barclays
20,,73_2491470261_Barclays,1860472256,OB,UCB,Close,Close,,Barclays
21,,70_2491470261_Barclays,1860472257,OB,UCB,Close,Close,,Barclays
22,,87_249897582_Barclays,1334014237,OB,UCB,Close,Close,,Barclays
23,,85_249897582_Barclays,1334014231,OB,UCB,Close,Close,,Barclays
24,,91_2491196371_Barclays,1729609912,OB,UCB,Close,Close,,Barclays
25,,86_249897582_Barclays,1334014257,OB,UCB,Close,Close,,Barclays
